DISTRICT,BOUNDARY
DISTRICT_0438,BOUNDARY_0139
DISTRICT_0439,BOUNDARY_0156
DISTRICT_0439,BOUNDARY_0174
DISTRICT_0440,BOUNDARY_0168
DISTRICT_0440,BOUNDARY_0157
DISTRICT_0441,BOUNDARY_0110
DISTRICT_0442,BOUNDARY_0162
DISTRICT_0443,BOUNDARY_0047
DISTRICT_0444,BOUNDARY_0190
DISTRICT_0445,BOUNDARY_0043
DISTRICT_0446,BOUNDARY_0121
DISTRICT_0447,BOUNDARY_0074
DISTRICT_0447,BOUNDARY_0170
DISTRICT_0448,BOUNDARY_0150
DISTRICT_0449,BOUNDARY_0094
DISTRICT_0449,BOUNDARY_0170
DISTRICT_0450,BOUNDARY_0100
DISTRICT_0450,BOUNDARY_0098
DISTRICT_0451,BOUNDARY_0118
DISTRICT_0452,BOUNDARY_0108
DISTRICT_0452,BOUNDARY_0037
DISTRICT_0453,BOUNDARY_0072
DISTRICT_0454,BOUNDARY_0030
DISTRICT_0454,BOUNDARY_0144
DISTRICT_0455,BOUNDARY_0002
DISTRICT_0455,BOUNDARY_0148
DISTRICT_0456,BOUNDARY_0008
DISTRICT_0456,BOUNDARY_0165
DISTRICT_0457,BOUNDARY_0010
DISTRICT_0457,BOUNDARY_0090
DISTRICT_0458,BOUNDARY_0119
DISTRICT_0459,BOUNDARY_0070
DISTRICT_0459,BOUNDARY_0002
DISTRICT_0460,BOUNDARY_0091
DISTRICT_0461,BOUNDARY_0089
DISTRICT_0462,BOUNDARY_0131
DISTRICT_0462,BOUNDARY_0016
DISTRICT_0463,BOUNDARY_0167
DISTRICT_0464,BOUNDARY_0090
DISTRICT_0465,BOUNDARY_0117
DISTRICT_0465,BOUNDARY_0183
DISTRICT_0466,BOUNDARY_0071
DISTRICT_0467,BOUNDARY_0100
DISTRICT_0467,BOUNDARY_0017
DISTRICT_0468,BOUNDARY_0096
DISTRICT_0468,BOUNDARY_0120
DISTRICT_0469,BOUNDARY_0147
DISTRICT_0470,BOUNDARY_0033
DISTRICT_0470,BOUNDARY_0178
DISTRICT_0471,BOUNDARY_0150
DISTRICT_0471,BOUNDARY_0148
DISTRICT_0472,BOUNDARY_0149
DISTRICT_0472,BOUNDARY_0158
DISTRICT_0473,BOUNDARY_0017
DISTRICT_0473,BOUNDARY_0011
DISTRICT_0474,BOUNDARY_0187
DISTRICT_0475,BOUNDARY_0059
DISTRICT_0476,BOUNDARY_0170
DISTRICT_0477,BOUNDARY_0127
DISTRICT_0478,BOUNDARY_0082
DISTRICT_0478,BOUNDARY_0194
DISTRICT_0479,BOUNDARY_0197
DISTRICT_0480,BOUNDARY_0026
DISTRICT_0481,BOUNDARY_0186
DISTRICT_0482,BOUNDARY_0193
DISTRICT_0482,BOUNDARY_0107
DISTRICT_0483,BOUNDARY_0015
DISTRICT_0484,BOUNDARY_0029
DISTRICT_0484,BOUNDARY_0009
DISTRICT_0485,BOUNDARY_0113
DISTRICT_0486,BOUNDARY_0155
DISTRICT_0486,BOUNDARY_0161
DISTRICT_0487,BOUNDARY_0044
DISTRICT_0488,BOUNDARY_0027
DISTRICT_0488,BOUNDARY_0178
DISTRICT_0489,BOUNDARY_0096
DISTRICT_0489,BOUNDARY_0034
DISTRICT_0490,BOUNDARY_0050
DISTRICT_0491,BOUNDARY_0125
DISTRICT_0491,BOUNDARY_0112
DISTRICT_0492,BOUNDARY_0057
DISTRICT_0492,BOUNDARY_0051
DISTRICT_0493,BOUNDARY_0111
DISTRICT_0494,BOUNDARY_0022
DISTRICT_0495,BOUNDARY_0161
DISTRICT_0496,BOUNDARY_0052
DISTRICT_0497,BOUNDARY_0035
DISTRICT_0498,BOUNDARY_0092
DISTRICT_0499,BOUNDARY_0145
DISTRICT_0499,BOUNDARY_0139
DISTRICT_0500,BOUNDARY_0087
DISTRICT_0501,BOUNDARY_0174
DISTRICT_0502,BOUNDARY_0048
DISTRICT_0502,BOUNDARY_0053
DISTRICT_0503,BOUNDARY_0128
DISTRICT_0503,BOUNDARY_0090
DISTRICT_0504,BOUNDARY_0158
DISTRICT_0504,BOUNDARY_0143
DISTRICT_0505,BOUNDARY_0017
DISTRICT_0506,BOUNDARY_0109
DISTRICT_0506,BOUNDARY_0160
DISTRICT_0507,BOUNDARY_0018
DISTRICT_0507,BOUNDARY_0145
DISTRICT_0508,BOUNDARY_0032
DISTRICT_0509,BOUNDARY_0025
DISTRICT_0509,BOUNDARY_0030
DISTRICT_0510,BOUNDARY_0059
DISTRICT_0510,BOUNDARY_0013
DISTRICT_0511,BOUNDARY_0005
DISTRICT_0511,BOUNDARY_0057
DISTRICT_0512,BOUNDARY_0064
DISTRICT_0512,BOUNDARY_0099
DISTRICT_0513,BOUNDARY_0017
DISTRICT_0513,BOUNDARY_0040
DISTRICT_0514,BOUNDARY_0019
DISTRICT_0514,BOUNDARY_0136
DISTRICT_0515,BOUNDARY_0132
DISTRICT_0516,BOUNDARY_0102
DISTRICT_0516,BOUNDARY_0158
DISTRICT_0517,BOUNDARY_0139
DISTRICT_0518,BOUNDARY_0149
DISTRICT_0519,BOUNDARY_0067
DISTRICT_0519,BOUNDARY_0167
DISTRICT_0520,BOUNDARY_0008
DISTRICT_0521,BOUNDARY_0107
DISTRICT_0521,BOUNDARY_0066
DISTRICT_0522,BOUNDARY_0085
DISTRICT_0523,BOUNDARY_0035
DISTRICT_0524,BOUNDARY_0140
DISTRICT_0525,BOUNDARY_0193
DISTRICT_0525,BOUNDARY_0169
DISTRICT_0526,BOUNDARY_0060
DISTRICT_0527,BOUNDARY_0018
DISTRICT_0527,BOUNDARY_0144
DISTRICT_0528,BOUNDARY_0088
DISTRICT_0529,BOUNDARY_0106
DISTRICT_0530,BOUNDARY_0141
DISTRICT_0531,BOUNDARY_0033
DISTRICT_0531,BOUNDARY_0069
DISTRICT_0532,BOUNDARY_0026
DISTRICT_0533,BOUNDARY_0127
DISTRICT_0534,BOUNDARY_0166
DISTRICT_0535,BOUNDARY_0110
DISTRICT_0535,BOUNDARY_0122
DISTRICT_0536,BOUNDARY_0058
DISTRICT_0536,BOUNDARY_0005
DISTRICT_0537,BOUNDARY_0006
DISTRICT_0538,BOUNDARY_0136
DISTRICT_0539,BOUNDARY_0174
DISTRICT_0539,BOUNDARY_0175
DISTRICT_0540,BOUNDARY_0141
DISTRICT_0541,BOUNDARY_0013
DISTRICT_0541,BOUNDARY_0099
DISTRICT_0542,BOUNDARY_0178
DISTRICT_0542,BOUNDARY_0032
DISTRICT_0543,BOUNDARY_0179
DISTRICT_0543,BOUNDARY_0109
DISTRICT_0544,BOUNDARY_0029
DISTRICT_0545,BOUNDARY_0030
DISTRICT_0545,BOUNDARY_0157
DISTRICT_0546,BOUNDARY_0090
DISTRICT_0546,BOUNDARY_0049
DISTRICT_0547,BOUNDARY_0111
DISTRICT_0547,BOUNDARY_0014
DISTRICT_0548,BOUNDARY_0059
DISTRICT_0549,BOUNDARY_0150
DISTRICT_0550,BOUNDARY_0058
DISTRICT_0551,BOUNDARY_0191
DISTRICT_0551,BOUNDARY_0192
DISTRICT_0552,BOUNDARY_0003
DISTRICT_0553,BOUNDARY_0014
DISTRICT_0554,BOUNDARY_0014
DISTRICT_0555,BOUNDARY_0112
DISTRICT_0556,BOUNDARY_0072
DISTRICT_0557,BOUNDARY_0080
DISTRICT_0558,BOUNDARY_0154
DISTRICT_0558,BOUNDARY_0167
DISTRICT_0559,BOUNDARY_0074
DISTRICT_0560,BOUNDARY_0155
DISTRICT_0561,BOUNDARY_0122
DISTRICT_0561,BOUNDARY_0168
DISTRICT_0562,BOUNDARY_0168
DISTRICT_0563,BOUNDARY_0019
DISTRICT_0564,BOUNDARY_0139
DISTRICT_0564,BOUNDARY_0052
DISTRICT_0565,BOUNDARY_0180
DISTRICT_0565,BOUNDARY_0188
DISTRICT_0566,BOUNDARY_0056
DISTRICT_0566,BOUNDARY_0113
DISTRICT_0567,BOUNDARY_0093
DISTRICT_0567,BOUNDARY_0199
DISTRICT_0568,BOUNDARY_0167
DISTRICT_0568,BOUNDARY_0062
DISTRICT_0569,BOUNDARY_0081
DISTRICT_0569,BOUNDARY_0178
DISTRICT_0570,BOUNDARY_0013
DISTRICT_0571,BOUNDARY_0105
DISTRICT_0571,BOUNDARY_0180
DISTRICT_0572,BOUNDARY_0071
DISTRICT_0572,BOUNDARY_0020
DISTRICT_0573,BOUNDARY_0035
DISTRICT_0574,BOUNDARY_0078
DISTRICT_0575,BOUNDARY_0031
DISTRICT_0576,BOUNDARY_0185
DISTRICT_0576,BOUNDARY_0036
DISTRICT_0577,BOUNDARY_0060
DISTRICT_0578,BOUNDARY_0166
DISTRICT_0578,BOUNDARY_0195
DISTRICT_0579,BOUNDARY_0029
DISTRICT_0579,BOUNDARY_0005
DISTRICT_0580,BOUNDARY_0008
DISTRICT_0580,BOUNDARY_0069
DISTRICT_0581,BOUNDARY_0150
DISTRICT_0581,BOUNDARY_0098
DISTRICT_0582,BOUNDARY_0021
DISTRICT_0582,BOUNDARY_0015
DISTRICT_0583,BOUNDARY_0156
DISTRICT_0583,BOUNDARY_0098
DISTRICT_0584,BOUNDARY_0004
DISTRICT_0584,BOUNDARY_0097
DISTRICT_0585,BOUNDARY_0113
DISTRICT_0585,BOUNDARY_0011
DISTRICT_0586,BOUNDARY_0052
DISTRICT_0587,BOUNDARY_0047
DISTRICT_0587,BOUNDARY_0168
DISTRICT_0588,BOUNDARY_0136
DISTRICT_0588,BOUNDARY_0013
DISTRICT_0589,BOUNDARY_0008
DISTRICT_0589,BOUNDARY_0138
DISTRICT_0590,BOUNDARY_0006
DISTRICT_0590,BOUNDARY_0155
DISTRICT_0591,BOUNDARY_0067
DISTRICT_0591,BOUNDARY_0192
DISTRICT_0592,BOUNDARY_0193
DISTRICT_0593,BOUNDARY_0087
DISTRICT_0594,BOUNDARY_0109
DISTRICT_0594,BOUNDARY_0186
DISTRICT_0595,BOUNDARY_0027
DISTRICT_0596,BOUNDARY_0184
DISTRICT_0596,BOUNDARY_0173
DISTRICT_0597,BOUNDARY_0136
DISTRICT_0597,BOUNDARY_0118
DISTRICT_0598,BOUNDARY_0146
DISTRICT_0598,BOUNDARY_0184
DISTRICT_0599,BOUNDARY_0041
DISTRICT_0599,BOUNDARY_0097
