account_id,account_type,balance,currency,status,opened_date,last_activity
ACC000363,Savings,454.21,EUR,Active,2023-02-08,
ACC000364,Checking,4630.11,GBP,Active,2021-12-26,2023-06-30 12:44:12
ACC000365,Checking,389.6,CAD,Active,2018-08-23,2022-09-04 16:46:03
ACC000366,Investment,6000.78,EUR,Active,2023-12-02,2025-09-24 17:15:44
ACC000367,Investment,2825.77,GBP,Closed,2017-06-02,
ACC000368,Checking,264.36,USD,Active,2024-08-25,2024-12-06 14:23:31
ACC000369,Investment,17104.71,USD,Active,2021-08-08,2022-08-14 12:34:18
ACC000370,Credit,990.4,USD,Active,2019-11-26,
ACC000371,Savings,884.15,USD,Closed,2025-08-20,2025-11-26 16:21:36
ACC000372,Savings,4027.31,JPY,Closed,2017-03-28,2019-03-12 07:37:45
ACC000373,Checking,16696.53,USD,Active,2021-08-15,2024-11-08 16:08:36
ACC000374,Checking,649.54,EUR,Active,2020-07-23,
ACC000375,Checking,3269.92,USD,Closed,2018-10-02,2023-05-05 18:25:00
ACC000376,Checking,5671.59,GBP,Active,2025-02-04,2025-11-18 02:47:21
ACC000377,Checking,8430.9,JPY,Active,2023-09-03,2024-11-22 22:23:01
ACC000378,Savings,3884.16,USD,Active,2016-06-07,
ACC000379,Credit,1718.93,EUR,Active,2019-03-12,2020-12-24 04:06:43
ACC000380,Savings,861.45,USD,Active,2022-09-29,2023-05-18 08:30:32
ACC000381,Investment,3392.14,CAD,Active,2020-11-10,2022-07-29 22:23:31
ACC000382,Savings,596.93,USD,Inactive,2020-03-30,2024-03-06 06:26:14
ACC000383,Credit,37.26,EUR,Inactive,2024-01-18,
ACC000384,Credit,5737.85,USD,Active,2023-11-15,
ACC000385,Checking,11566.89,GBP,Active,2020-02-27,
ACC000386,Savings,86.11,USD,Active,2017-07-21,2025-08-07 20:19:29
ACC000387,Credit,655.5,USD,Active,2021-01-12,
ACC000388,Credit,7545.69,EUR,Active,2020-09-08,2021-09-29 08:01:09
ACC000389,Checking,65267.09,EUR,Active,2018-06-18,
ACC000390,Savings,3075.4,USD,Active,2020-04-29,2021-04-21 15:31:26
ACC000391,Checking,1000.24,USD,Active,2021-09-17,
ACC000392,Checking,2265.74,USD,Inactive,2023-04-05,2024-10-04 14:49:51
ACC000393,Savings,23442.7,USD,Active,2018-09-12,
ACC000394,Checking,1131.22,JPY,Inactive,2020-02-24,2022-01-30 17:10:34
ACC000395,Checking,898.94,USD,Active,2018-09-20,2025-08-31 22:44:32
ACC000396,Checking,1445.03,EUR,Active,2018-05-24,2020-06-22 07:59:52
ACC000397,Checking,713.37,USD,Active,2024-03-16,2024-12-11 13:40:24
ACC000398,Checking,3583.18,USD,Inactive,2019-05-01,2023-07-09 18:47:16
ACC000399,Savings,34098.81,USD,Active,2018-07-15,
ACC000400,Checking,4839.75,EUR,Active,2017-02-15,
ACC000401,Credit,2041.56,GBP,Active,2022-12-30,
ACC000402,Investment,1924.23,EUR,Active,2019-08-27,2024-01-16 01:49:29
ACC000403,Savings,285.78,USD,Active,2017-11-09,2020-10-27 09:52:34
ACC000404,Credit,11211.16,GBP,Inactive,2021-01-26,2025-10-13 22:34:30
ACC000405,Checking,2652.46,EUR,Active,2020-05-23,2024-08-19 13:52:27
ACC000406,Savings,2273.96,CAD,Inactive,2025-10-27,
ACC000407,Investment,358491.9,USD,Suspended,2023-05-05,
ACC000408,Checking,4666.34,GBP,Active,2021-11-19,2023-08-25 03:35:57
ACC000409,Checking,965.18,USD,Active,2016-11-16,2019-01-06 18:37:40
ACC000410,Savings,1572.57,USD,Active,2018-05-21,2021-05-10 01:03:37
ACC000411,Checking,16691.73,JPY,Active,2021-10-16,2025-02-07 01:47:50
ACC000412,Checking,3533.01,JPY,Active,2023-06-29,2025-02-26 01:43:08
ACC000413,Checking,344.67,USD,Active,2025-05-14,2025-07-30 18:03:30
ACC000414,Checking,11835.32,USD,Closed,2023-02-02,
ACC000415,Investment,1094.21,USD,Active,2021-11-08,2022-09-12 01:06:46
ACC000416,Investment,49510.83,USD,Closed,2016-01-09,2021-02-25 17:18:02
ACC000417,Checking,15064.14,JPY,Active,2022-10-09,2024-12-17 23:03:55
ACC000418,Checking,1523.88,USD,Inactive,2018-04-03,2023-09-16 08:48:13
ACC000419,Checking,20364.01,EUR,Closed,2024-03-14,2025-04-21 10:59:53
ACC000420,Credit,3300.35,EUR,Closed,2018-06-18,2022-01-18 21:38:36
ACC000421,Savings,10712.44,USD,Active,2018-06-17,2022-05-21 06:26:41
ACC000422,Savings,6167.81,JPY,Active,2021-10-06,2024-12-13 16:04:48
ACC000423,Savings,837.54,USD,Active,2018-10-29,2019-11-07 03:34:20
ACC000424,Credit,1135.33,USD,Active,2017-04-03,2023-06-13 14:34:22
ACC000425,Checking,13973.83,USD,Closed,2025-04-16,2025-06-15 00:30:30
ACC000426,Checking,1804.14,USD,Active,2025-09-27,2025-11-10 03:47:52
ACC000427,Savings,1627.06,EUR,Active,2018-11-01,
ACC000428,Checking,711.46,USD,Active,2021-06-12,
ACC000429,Investment,5627.38,USD,Inactive,2017-09-17,2021-01-29 06:28:39
ACC000430,Savings,65761.34,GBP,Active,2020-06-30,2022-08-30 20:47:17
ACC000431,Credit,601.06,JPY,Active,2016-10-12,
ACC000432,Credit,3091.24,GBP,Active,2023-09-21,2024-04-28 23:27:34
ACC000433,Savings,24793.35,USD,Active,2019-04-20,
ACC000434,Savings,2645.3,USD,Closed,2018-04-11,
ACC000435,Checking,5875.57,USD,Active,2020-06-04,2022-10-19 13:55:56
ACC000436,Investment,605.72,EUR,Active,2023-10-28,2025-01-01 16:53:58
ACC000437,Savings,5667.26,CAD,Active,2018-06-24,2024-11-22 03:31:50
ACC000438,Checking,2251.35,USD,Active,2021-01-01,
ACC000439,Checking,13076.8,USD,Active,2023-11-08,2025-04-23 17:52:31
ACC000440,Savings,17695.74,JPY,Active,2025-04-18,2025-08-05 02:22:29
ACC000441,Credit,144979.19,USD,Active,2021-03-04,2024-11-22 04:04:30
ACC000442,Investment,7111.37,GBP,Inactive,2023-03-26,2025-09-23 23:46:57
ACC000443,Credit,4859.52,USD,Active,2023-02-12,2023-12-27 05:37:08
ACC000444,Investment,3990.12,GBP,Active,2020-07-13,2025-11-04 09:02:18
ACC000445,Checking,1755.05,USD,Active,2018-06-25,2018-11-02 15:58:33
ACC000446,Savings,4952.89,USD,Suspended,2018-07-26,2024-06-14 20:01:00
ACC000447,Checking,1913.9,JPY,Closed,2019-04-11,2025-04-01 15:45:40
ACC000448,Savings,3837.94,USD,Active,2024-05-24,
ACC000449,Credit,21512.65,USD,Inactive,2017-02-21,2022-11-07 03:40:13
ACC000450,Checking,658.65,USD,Active,2018-02-17,2021-02-01 02:19:56
ACC000451,Savings,16478.6,USD,Active,2025-11-26,2025-12-02 15:10:29
ACC000452,Credit,21497.08,GBP,Active,2023-02-09,2024-09-10 16:35:43
ACC000453,Savings,2497.13,JPY,Active,2020-05-06,2024-06-25 18:09:26
ACC000454,Credit,123.62,USD,Active,2019-12-02,
ACC000455,Savings,1197.83,USD,Active,2019-08-15,
ACC000456,Savings,20857.98,USD,Active,2025-08-02,
ACC000457,Checking,2880.44,USD,Inactive,2020-12-20,2021-12-04 17:32:43
ACC000458,Savings,665.84,USD,Active,2019-01-10,2025-07-08 05:30:47
ACC000459,Credit,1398.06,USD,Active,2016-10-22,
ACC000460,Checking,10518.91,EUR,Active,2025-02-12,
ACC000461,Checking,6768.94,USD,Closed,2021-01-07,2022-11-05 15:52:08
ACC000462,Checking,2083.08,USD,Active,2017-01-05,2019-07-28 09:53:52
ACC000463,Checking,1719.46,USD,Active,2016-06-26,2019-09-30 22:31:46
ACC000464,Savings,1656.34,USD,Active,2019-12-27,2025-08-26 18:27:02
ACC000465,Savings,747.24,USD,Active,2023-12-29,2025-09-02 20:52:18
ACC000466,Savings,33626.29,USD,Active,2020-10-01,2022-05-17 02:22:34
ACC000467,Checking,1838.16,USD,Active,2018-10-14,2018-12-27 15:01:39
ACC000468,Checking,18503.92,USD,Active,2018-03-21,
ACC000469,Investment,29201.46,USD,Active,2023-02-09,2024-04-10 00:21:23
ACC000470,Checking,13325.92,USD,Active,2021-10-12,2024-08-16 19:28:15
ACC000471,Checking,1560.2,USD,Active,2018-09-09,2021-04-30 10:32:41
ACC000472,Investment,5462.14,USD,Active,2016-06-30,2025-01-17 16:29:01
ACC000473,Checking,2874.71,EUR,Active,2020-04-17,2024-10-26 18:47:08
ACC000474,Savings,768.51,GBP,Active,2017-03-02,2019-11-25 18:38:50
ACC000475,Credit,4849.05,USD,Active,2020-02-25,
ACC000476,Savings,508.49,CAD,Active,2018-12-21,2022-12-29 16:00:46
ACC000477,Checking,17703.53,EUR,Suspended,2019-11-22,2022-06-17 02:48:53
ACC000478,Savings,1484.86,USD,Inactive,2019-10-05,2020-01-30 10:14:05
ACC000479,Checking,4030.88,EUR,Closed,2020-05-16,
ACC000480,Savings,4559.33,USD,Suspended,2023-06-13,2024-11-23 06:34:44
ACC000481,Savings,2021.6,CAD,Active,2019-06-11,
ACC000482,Checking,7187.08,JPY,Inactive,2018-09-17,2022-04-20 11:43:23
ACC000483,Savings,1462.12,USD,Active,2025-08-09,
ACC000484,Checking,11014.26,USD,Inactive,2018-02-03,2019-03-29 13:34:06
ACC000485,Investment,395.85,GBP,Active,2024-02-04,2025-09-20 13:29:47
ACC000486,Investment,3603.17,USD,Active,2023-05-07,2023-08-08 09:20:09
ACC000487,Savings,54633.01,EUR,Active,2020-07-05,2022-05-15 12:36:54
ACC000488,Checking,664.81,USD,Active,2019-09-13,2020-01-14 08:50:38
ACC000489,Investment,1078.56,USD,Suspended,2020-08-22,
ACC000490,Savings,6443.72,USD,Active,2018-07-25,
ACC000491,Savings,3902.5,JPY,Active,2017-06-13,2019-01-29 09:06:34
ACC000492,Checking,5043.95,USD,Active,2021-06-21,2023-10-28 18:00:04
ACC000493,Checking,6209.16,USD,Suspended,2016-11-22,2023-05-07 18:37:34
ACC000494,Savings,7723.96,USD,Active,2019-10-23,2025-04-05 22:26:54
ACC000495,Credit,15749.28,USD,Active,2019-02-14,2024-06-26 21:31:35
ACC000496,Checking,5512.25,USD,Active,2023-10-10,2025-09-22 03:16:28
ACC000497,Checking,2075.82,GBP,Inactive,2017-06-04,2021-05-21 07:05:38
ACC000498,Checking,8175.2,USD,Inactive,2020-10-04,2025-11-11 07:53:47
ACC000499,Checking,51525.03,USD,Active,2023-06-22,
ACC000500,Savings,2443.16,USD,Active,2017-01-31,2025-01-30 12:31:14
ACC000501,Checking,691.05,JPY,Active,2017-01-11,2020-05-17 11:30:44
ACC000502,Checking,15687.52,JPY,Active,2016-06-19,2021-04-30 08:31:34
ACC000503,Investment,2488.48,USD,Closed,2020-09-19,2023-10-30 18:18:25
ACC000504,Savings,114.55,JPY,Active,2023-08-08,2024-05-09 03:38:59
ACC000505,Checking,10626.78,EUR,Inactive,2018-07-30,2021-11-14 05:39:49
ACC000506,Credit,1335.43,USD,Closed,2022-10-13,2023-07-12 12:31:36
ACC000507,Checking,2602.43,GBP,Active,2019-09-06,2024-11-04 10:53:05
ACC000508,Investment,4904.8,JPY,Closed,2020-07-01,2025-11-12 21:05:41
ACC000509,Savings,3966.94,USD,Inactive,2018-06-09,
ACC000510,Credit,8640.17,EUR,Active,2021-04-15,2024-03-13 13:11:59
ACC000511,Savings,1551.18,CAD,Active,2016-03-25,2018-03-05 08:12:05
ACC000512,Checking,6435.98,GBP,Active,2025-11-29,2025-11-29 21:18:40
ACC000513,Savings,2019.65,USD,Inactive,2020-07-23,2025-06-11 10:22:17
ACC000514,Checking,9029.17,JPY,Active,2018-10-15,2024-02-09 04:09:25
ACC000515,Checking,7502.95,USD,Active,2019-08-04,2025-01-15 20:52:55
ACC000516,Savings,732.78,EUR,Closed,2022-02-26,
ACC000517,Checking,15198.82,GBP,Active,2017-05-05,
ACC000518,Checking,1334.16,EUR,Active,2018-02-08,2024-02-18 20:13:27
ACC000519,Savings,10017.48,GBP,Active,2017-06-01,2021-10-01 07:01:48
ACC000520,Credit,5171.57,USD,Active,2023-09-10,2024-08-03 16:42:11
ACC000521,Checking,46970.52,GBP,Active,2023-09-06,2025-01-17 13:17:34
ACC000522,Credit,2131.97,USD,Closed,2016-10-04,2023-08-04 04:24:02
ACC000523,Checking,1765.21,EUR,Active,2019-03-08,2025-02-04 03:28:29
ACC000524,Savings,2895.38,USD,Closed,2018-05-30,
ACC000525,Credit,1891.7,GBP,Active,2020-06-21,2022-01-12 14:51:34
ACC000526,Checking,9896.27,USD,Active,2021-04-07,2022-10-21 01:46:17
ACC000527,Savings,263.89,USD,Active,2016-05-12,2017-02-20 22:17:49
ACC000528,Investment,613.68,USD,Inactive,2018-09-30,2024-03-02 02:57:02
ACC000529,Checking,600.82,USD,Inactive,2023-05-04,
ACC000530,Savings,12400.12,USD,Inactive,2020-05-06,2023-05-28 16:31:09
ACC000531,Checking,38790.09,USD,Active,2022-02-15,
ACC000532,Credit,2548.67,USD,Active,2025-07-30,2025-10-15 17:44:41
ACC000533,Savings,2314.08,USD,Inactive,2016-08-08,2019-08-28 22:51:22
ACC000534,Credit,3311.24,USD,Active,2021-05-11,2021-08-13 12:49:52
ACC000535,Credit,17031.46,EUR,Inactive,2022-02-12,2023-08-12 00:24:57
ACC000536,Checking,741.72,USD,Active,2019-09-08,
ACC000537,Credit,4262.25,USD,Closed,2017-05-07,
ACC000538,Checking,12871.83,USD,Active,2017-06-16,2023-09-05 22:25:16
ACC000539,Checking,6321.05,USD,Inactive,2021-03-23,2022-04-04 14:28:17
ACC000540,Savings,3961.48,USD,Active,2016-10-25,2024-06-06 16:15:06
ACC000541,Savings,13380.71,USD,Active,2024-03-22,2024-08-19 08:51:30
ACC000542,Savings,51.68,JPY,Active,2020-08-11,2020-09-22 02:35:41
ACC000543,Investment,8240.47,USD,Active,2017-10-24,2022-12-09 03:11:36
ACC000544,Checking,1117.54,EUR,Active,2018-11-03,2023-03-17 22:03:41
ACC000545,Checking,191.34,USD,Closed,2018-02-06,
ACC000546,Checking,6417.63,EUR,Active,2023-11-22,2024-05-15 12:10:33
ACC000547,Checking,23399.92,EUR,Active,2020-06-16,2023-09-17 14:16:00
ACC000548,Savings,2425.58,JPY,Closed,2022-05-10,2025-02-27 15:22:35
ACC000549,Credit,12447.96,EUR,Suspended,2021-07-23,
ACC000550,Savings,33470.42,USD,Active,2018-08-12,2018-12-14 21:15:16
ACC000551,Savings,21426.24,USD,Active,2017-01-07,2018-01-25 02:57:05
ACC000552,Checking,34889.7,USD,Active,2023-11-14,2023-11-16 21:12:16
ACC000553,Savings,9074.21,JPY,Suspended,2017-06-11,2020-03-10 19:14:10
ACC000554,Savings,3338.08,JPY,Suspended,2017-04-30,2020-01-08 22:07:52
ACC000555,Checking,269.63,GBP,Active,2024-03-15,
ACC000556,Checking,2060.92,USD,Active,2023-01-14,
ACC000557,Savings,841.45,EUR,Active,2024-12-07,2025-02-25 12:26:08
ACC000558,Checking,77374.62,USD,Active,2017-09-11,2024-07-26 23:43:59
ACC000559,Savings,2289.69,EUR,Closed,2023-10-13,2024-08-06 18:30:53
ACC000560,Savings,3586.05,EUR,Active,2023-07-31,2025-01-01 02:40:35
ACC000561,Checking,6817.36,USD,Active,2019-05-31,
ACC000562,Checking,3182.44,USD,Active,2024-03-31,2025-06-09 23:31:54
ACC000563,Checking,37895.08,USD,Inactive,2019-11-09,
ACC000564,Savings,1171.48,USD,Suspended,2024-09-21,
ACC000565,Savings,3991.46,USD,Active,2024-03-19,2025-10-13 00:12:38
ACC000566,Savings,978.77,USD,Active,2018-06-11,
ACC000567,Credit,411.56,USD,Active,2023-02-05,2024-05-27 00:06:12
ACC000568,Savings,1190.76,EUR,Closed,2024-05-23,2025-09-18 04:00:59
ACC000569,Checking,2819.87,USD,Inactive,2021-02-07,
ACC000570,Credit,1565.63,EUR,Active,2021-06-25,
ACC000571,Credit,1055.08,GBP,Active,2017-04-03,
ACC000572,Checking,361.59,JPY,Active,2022-08-26,
ACC000573,Checking,2631.59,EUR,Inactive,2018-12-01,2020-02-09 02:54:04
ACC000574,Investment,311.97,USD,Active,2022-01-15,2024-05-31 10:49:55
ACC000575,Savings,9321.55,JPY,Closed,2025-08-02,2025-09-15 23:00:32
ACC000576,Savings,3373.34,USD,Active,2025-08-07,2025-10-18 03:34:22
ACC000577,Credit,334.85,USD,Active,2021-01-17,2025-09-20 23:54:12
ACC000578,Checking,1874.67,GBP,Active,2020-08-09,2025-04-09 12:34:02
ACC000579,Savings,964.65,USD,Active,2022-03-25,2025-02-09 14:07:19
ACC000580,Savings,4811.49,USD,Active,2023-03-05,2023-09-19 06:31:52
ACC000581,Credit,22262.87,USD,Active,2017-11-30,2025-05-30 16:01:30
ACC000582,Savings,178.97,GBP,Active,2022-11-10,
ACC000583,Checking,3542.33,USD,Active,2025-01-27,2025-05-06 23:08:59
ACC000584,Checking,2344.44,USD,Active,2024-07-22,2025-11-03 20:04:27
ACC000585,Checking,8160.09,USD,Active,2016-04-15,
ACC000586,Savings,4104.32,USD,Active,2022-06-05,2024-02-20 06:25:56
ACC000587,Checking,964.92,USD,Active,2023-01-31,2024-09-27 02:33:01
ACC000588,Savings,1847.19,USD,Active,2023-05-29,
ACC000589,Checking,903.22,JPY,Active,2024-03-03,
ACC000590,Checking,14973.1,EUR,Active,2020-02-25,
ACC000591,Checking,3077.79,USD,Active,2016-05-02,2023-10-17 08:34:55
ACC000592,Checking,51626.28,USD,Active,2016-03-27,2022-02-07 23:35:28
ACC000593,Savings,2721.69,USD,Active,2025-05-10,2025-07-18 17:45:08
ACC000594,Savings,1030.08,USD,Active,2016-09-30,2018-07-30 04:24:20
ACC000595,Checking,307.79,USD,Active,2016-01-05,2016-01-11 02:29:07
ACC000596,Credit,199.4,JPY,Active,2020-06-28,
ACC000597,Checking,276.94,USD,Active,2020-12-02,2024-04-28 06:47:35
ACC000598,Savings,4450.14,USD,Suspended,2018-05-25,2020-11-21 00:11:50
ACC000599,Credit,6393.82,USD,Active,2017-07-09,
