transaction_id,amount,currency,status,created_at,completed_at,reference_number
TXN0000306,1.33,USD,Completed,2025-08-03 07:47:16,2025-08-03 09:47:16,REF345317V
TXN0000307,4.83,USD,Pending,2025-05-01 20:30:02,,REF529495V
TXN0000308,0.18,JPY,Completed,2025-06-07 16:48:07,2025-06-09 05:48:07,REF871880Q
TXN0000309,16.35,USD,Pending,2025-01-23 09:17:15,,REF802537T
TXN0000310,3.62,USD,Completed,2025-11-17 02:51:56,2025-11-20 01:51:56,REF488953Y
TXN0000311,21.97,USD,Pending,2025-04-30 15:28:00,,REF645153E
TXN0000312,1.75,EUR,Pending,2025-04-21 14:23:58,,
TXN0000313,22.75,USD,Completed,2025-11-24 12:31:06,2025-11-27 08:31:06,REF794759U
TXN0000314,10.78,GBP,Completed,2025-05-18 21:15:02,2025-05-21 18:15:02,
TXN0000315,191.13,JPY,Pending,2025-07-15 12:16:12,,REF444107Y
TXN0000316,166.84,USD,Failed,2025-06-24 09:11:58,,REF950274D
TXN0000317,65.24,GBP,Completed,2025-09-28 02:32:51,2025-09-30 17:32:51,REF267642Q
TXN0000318,12.31,CAD,Completed,2025-03-13 23:26:31,2025-03-14 22:26:31,REF769196A
TXN0000319,394.68,USD,Pending,2025-08-18 21:27:12,,
TXN0000320,1.96,CAD,Completed,2025-03-04 19:16:09,2025-03-07 15:16:09,
TXN0000321,2.45,USD,Completed,2025-11-26 05:49:37,2025-11-26 07:49:37,REF747176V
TXN0000322,17.71,CAD,Pending,2025-05-11 16:36:21,,REF275032D
TXN0000323,590.55,USD,Completed,2025-09-27 15:41:56,2025-09-28 09:41:56,REF545881N
TXN0000324,14.83,USD,Pending,2025-06-27 01:55:53,,
TXN0000325,15.26,USD,Completed,2025-05-21 06:43:14,,REF587251X
TXN0000326,2.31,USD,Completed,2025-08-12 05:20:21,2025-08-14 07:20:21,
TXN0000327,83.0,USD,Completed,2025-03-27 21:09:56,2025-03-28 07:09:56,
TXN0000328,83.91,USD,Pending,2025-11-17 20:52:23,,REF422304E
TXN0000329,65.6,USD,Completed,2025-11-14 22:43:12,,
TXN0000330,7.82,GBP,Pending,2025-06-01 12:46:23,,
TXN0000331,6.96,JPY,Completed,2025-08-14 19:38:08,2025-08-17 06:38:08,
TXN0000332,2.89,EUR,Pending,2025-02-13 07:51:07,,REF497530Y
TXN0000333,22.78,JPY,Completed,2025-09-15 05:29:02,2025-09-17 01:29:02,REF728709M
TXN0000334,3.97,USD,Completed,2025-07-10 06:16:21,2025-07-10 13:16:21,REF757070K
TXN0000335,3.43,CAD,Cancelled,2024-12-19 03:56:08,,REF551099C
TXN0000336,10.64,CAD,Completed,2025-07-25 08:46:57,2025-07-26 15:46:57,
TXN0000337,9.64,USD,Completed,2025-05-20 01:00:26,2025-05-22 15:00:26,REF474413L
TXN0000338,8.96,USD,Completed,2025-05-27 03:16:06,2025-05-28 10:16:06,
TXN0000339,40.43,USD,Completed,2025-04-03 04:40:29,2025-04-05 18:40:29,
TXN0000340,22.61,USD,Cancelled,2025-11-28 22:11:42,,REF529768A
TXN0000341,13.04,USD,Completed,2025-02-09 04:11:00,,REF367268I
TXN0000342,26.43,USD,Completed,2025-11-05 15:43:56,2025-11-06 04:43:56,REF830404O
TXN0000343,4.54,USD,Pending,2025-11-21 08:49:19,,REF957877U
TXN0000344,23.52,USD,Completed,2025-02-26 22:11:50,2025-02-28 21:11:50,REF139293G
TXN0000345,25.18,USD,Completed,2025-03-14 04:50:59,2025-03-15 07:50:59,
TXN0000346,2.11,USD,Completed,2025-05-17 16:49:25,2025-05-20 09:49:25,REF376087U
TXN0000347,89.44,USD,Completed,2025-10-14 07:02:37,2025-10-15 12:02:37,REF932828G
TXN0000348,5.35,USD,Completed,2025-08-02 07:04:04,2025-08-02 12:04:04,REF521665I
TXN0000349,23.0,JPY,Completed,2025-03-03 14:36:25,2025-03-03 14:36:25,REF281543Q
TXN0000350,115.19,JPY,Failed,2025-10-18 23:16:23,,REF902434I
TXN0000351,80.52,GBP,Completed,2025-07-08 21:20:32,2025-07-10 03:20:32,REF904173K
TXN0000352,21.15,JPY,Completed,2025-07-01 17:07:33,2025-07-04 07:07:33,
TXN0000353,11.66,USD,Completed,2025-08-04 15:27:26,2025-08-06 21:27:26,REF687150D
TXN0000354,83.2,GBP,Pending,2025-02-11 09:06:44,,REF913338X
TXN0000355,55.26,USD,Completed,2025-09-12 23:54:51,2025-09-14 01:54:51,REF896924Q
TXN0000356,7.94,USD,Completed,2024-12-20 12:03:57,2024-12-23 00:03:57,REF883719L
TXN0000357,6.1,USD,Completed,2025-03-15 02:57:57,2025-03-17 05:57:57,
TXN0000358,0.9,USD,Completed,2025-11-02 10:16:29,2025-11-03 15:16:29,REF734433A
TXN0000359,25.31,USD,Failed,2025-01-11 15:56:06,,
TXN0000360,17.74,JPY,Failed,2025-08-10 12:19:38,,
TXN0000361,110.42,USD,Completed,2025-08-03 08:52:30,2025-08-04 05:52:30,REF374691C
TXN0000362,34.42,USD,Pending,2025-01-11 01:25:22,,REF740903B
TXN0000363,148.61,USD,Completed,2025-04-01 13:58:47,2025-04-01 13:58:47,
TXN0000364,7.06,USD,Pending,2025-09-22 03:24:57,,REF720301W
TXN0000365,110.74,USD,Completed,2025-02-05 17:08:39,2025-02-07 16:08:39,REF351865R
TXN0000366,9.09,USD,Completed,2025-03-07 06:58:38,2025-03-08 21:58:38,
TXN0000367,64.48,USD,Pending,2025-11-17 15:58:35,,REF588233A
TXN0000368,2.25,EUR,Completed,2025-05-14 13:36:24,2025-05-16 14:36:24,REF702235N
TXN0000369,28.58,USD,Completed,2025-06-02 19:17:09,2025-06-05 10:17:09,REF931993E
TXN0000370,1.02,USD,Pending,2025-10-30 09:00:21,,REF806162G
TXN0000371,13.45,USD,Completed,2025-10-26 00:37:47,2025-10-26 06:37:47,
TXN0000372,38.88,USD,Completed,2025-09-29 11:12:47,2025-10-01 11:12:47,
TXN0000373,9.19,USD,Completed,2025-09-12 06:23:41,2025-09-13 03:23:41,
TXN0000374,4.16,GBP,Completed,2025-01-06 01:08:26,2025-01-07 19:08:26,REF347931M
TXN0000375,71.46,USD,Completed,2025-07-12 01:28:27,2025-07-13 23:28:27,
TXN0000376,17.2,USD,Completed,2025-11-21 22:10:34,2025-11-24 09:10:34,
TXN0000377,9.64,USD,Failed,2025-08-22 15:39:55,,REF112922A
TXN0000378,21.39,USD,Completed,2025-08-17 13:45:55,2025-08-18 13:45:55,REF136288U
TXN0000379,1048.38,USD,Completed,2025-06-23 16:07:53,2025-06-26 13:07:53,REF693883B
TXN0000380,113.32,USD,Completed,2025-08-24 05:47:59,,REF294655D
TXN0000381,114.88,USD,Failed,2025-05-22 10:42:12,,REF879596N
TXN0000382,38.6,CAD,Completed,2025-01-25 12:49:52,2025-01-26 09:49:52,REF171725P
TXN0000383,25.78,USD,Completed,2025-09-02 12:01:05,2025-09-04 16:01:05,
TXN0000384,0.55,GBP,Pending,2025-05-10 11:14:15,,
TXN0000385,7.25,JPY,Completed,2025-10-25 07:37:53,2025-10-26 01:37:53,
TXN0000386,9.77,USD,Completed,2024-12-30 22:56:22,2025-01-01 08:56:22,REF248809X
TXN0000387,1.21,EUR,Completed,2025-10-28 18:32:07,2025-10-30 04:32:07,REF963285O
TXN0000388,3.54,USD,Completed,2025-11-01 11:46:41,2025-11-01 13:46:41,
TXN0000389,1.03,EUR,Completed,2025-03-06 12:55:36,2025-03-07 00:55:36,
TXN0000390,18.96,USD,Completed,2025-05-21 12:30:13,2025-05-23 02:30:13,REF125277V
TXN0000391,68.59,JPY,Pending,2025-10-27 08:25:53,,REF666283L
TXN0000392,105.65,USD,Completed,2025-05-05 14:12:52,2025-05-06 04:12:52,REF663110S
TXN0000393,37.42,USD,Pending,2025-10-22 11:49:05,,REF524257Y
TXN0000394,4.73,EUR,Pending,2025-06-10 17:12:46,,REF367700P
TXN0000395,1.11,GBP,Failed,2025-04-17 18:04:11,,REF541766E
TXN0000396,1.44,USD,Completed,2025-08-28 10:25:57,2025-08-28 11:25:57,REF382312J
TXN0000397,2.99,USD,Pending,2025-11-09 13:48:10,,REF789280R
TXN0000398,5.29,CAD,Completed,2025-03-17 01:06:09,2025-03-17 05:06:09,REF749814S
TXN0000399,15.81,USD,Completed,2025-01-19 11:01:20,2025-01-21 14:01:20,REF861370Y
TXN0000400,4.39,GBP,Pending,2025-11-09 17:36:32,,REF512130T
TXN0000401,33.4,EUR,Pending,2025-05-17 00:03:05,,REF341656I
TXN0000402,14.18,USD,Completed,2025-09-27 16:19:21,2025-09-27 21:19:21,REF222964H
TXN0000403,20.41,USD,Completed,2024-12-25 18:49:21,2024-12-28 01:49:21,
TXN0000404,111.09,USD,Completed,2025-04-13 14:25:02,2025-04-14 11:25:02,
TXN0000405,3.42,EUR,Pending,2025-08-23 19:19:07,,
TXN0000406,37.64,USD,Completed,2025-02-16 21:10:22,2025-02-16 23:10:22,REF495211H
TXN0000407,19.67,EUR,Cancelled,2025-08-23 18:48:56,,REF722585D
TXN0000408,12.18,USD,Completed,2025-05-01 08:32:44,2025-05-04 08:32:44,REF227211I
TXN0000409,75.78,GBP,Completed,2025-03-14 22:19:02,2025-03-15 09:19:02,REF889544X
TXN0000410,75.08,GBP,Completed,2025-08-19 03:41:30,2025-08-21 18:41:30,
TXN0000411,4.86,GBP,Completed,2025-06-11 17:16:12,2025-06-14 03:16:12,REF747785B
TXN0000412,15.28,USD,Pending,2024-12-29 22:09:10,,REF983577C
TXN0000413,30.63,JPY,Completed,2025-09-22 13:30:24,2025-09-25 02:30:24,
TXN0000414,13.34,USD,Pending,2025-09-16 13:20:13,,REF390801V
TXN0000415,48.3,USD,Pending,2025-10-29 06:20:41,,
TXN0000416,30.62,JPY,Completed,2025-08-20 21:36:13,2025-08-23 20:36:13,REF828029I
TXN0000417,313.83,USD,Completed,2025-12-02 15:01:18,,
TXN0000418,2.02,GBP,Completed,2025-08-25 18:31:54,2025-08-26 02:31:54,REF439677Y
TXN0000419,16.72,USD,Completed,2025-09-25 08:13:44,2025-09-27 01:13:44,REF702673T
TXN0000420,5.14,USD,Pending,2025-01-19 10:23:02,,
TXN0000421,49.71,USD,Pending,2025-04-25 18:41:31,,
TXN0000422,1.78,USD,Completed,2024-12-31 07:45:27,2024-12-31 09:45:27,REF840651Y
TXN0000423,33.77,USD,Completed,2025-10-05 22:10:17,2025-10-06 15:10:17,REF638274O
TXN0000424,7.81,GBP,Failed,2024-12-10 15:26:28,,
TXN0000425,6.68,USD,Completed,2025-05-19 01:48:21,2025-05-21 17:48:21,REF621017I
TXN0000426,2.29,JPY,Completed,2025-11-17 19:39:28,2025-11-19 16:39:28,REF302011N
TXN0000427,10.0,CAD,Completed,2025-08-17 22:46:33,2025-08-20 08:46:33,
TXN0000428,102.18,USD,Completed,2025-03-12 19:43:07,2025-03-15 18:43:07,REF678457W
TXN0000429,19.34,USD,Completed,2025-05-31 14:48:29,2025-05-31 22:48:29,REF924497U
TXN0000430,51.5,USD,Completed,2025-07-29 19:27:42,2025-07-31 21:27:42,
TXN0000431,243.95,USD,Completed,2025-06-30 04:24:59,2025-07-02 10:24:59,REF156394C
TXN0000432,29.83,USD,Completed,2025-10-14 06:50:57,2025-10-14 17:50:57,
TXN0000433,8.69,EUR,Completed,2024-12-08 14:35:29,2024-12-09 06:35:29,
TXN0000434,40.48,USD,Failed,2025-01-16 05:36:11,,REF850078L
TXN0000435,8.88,USD,Completed,2025-03-10 01:36:34,2025-03-11 10:36:34,REF860643B
TXN0000436,9.43,USD,Completed,2025-09-28 09:49:32,2025-09-29 03:49:32,REF539313H
TXN0000437,2.05,USD,Pending,2025-09-01 16:22:11,,
TXN0000438,80.59,USD,Completed,2025-07-31 11:50:11,2025-08-03 02:50:11,REF937339U
TXN0000439,11.26,CAD,Completed,2025-08-19 17:52:00,2025-08-20 12:52:00,
TXN0000440,26.39,CAD,Completed,2025-07-26 04:17:20,2025-07-28 08:17:20,REF271108K
TXN0000441,4.25,EUR,Completed,2025-10-19 16:46:39,2025-10-22 02:46:39,REF292175M
TXN0000442,38.63,USD,Completed,2025-01-02 00:04:40,2025-01-04 05:04:40,REF506246L
TXN0000443,6.41,GBP,Failed,2025-05-18 22:47:17,,REF389471C
TXN0000444,16.24,EUR,Completed,2025-09-12 01:50:13,2025-09-14 05:50:13,REF563468Q
TXN0000445,74.94,USD,Completed,2025-01-10 05:08:40,2025-01-12 17:08:40,REF184430V
TXN0000446,65.77,USD,Completed,2025-07-27 23:32:58,2025-07-28 00:32:58,
TXN0000447,19.43,USD,Completed,2025-10-11 13:10:20,2025-10-14 05:10:20,REF415974E
TXN0000448,1.42,USD,Completed,2025-08-10 01:04:16,2025-08-11 03:04:16,REF422162X
TXN0000449,1788.65,EUR,Completed,2025-02-05 00:48:27,2025-02-05 19:48:27,REF258141C
TXN0000450,275.56,EUR,Pending,2025-05-08 01:45:15,,REF887700L
TXN0000451,59.38,USD,Pending,2025-03-22 17:35:58,,
TXN0000452,6.49,EUR,Pending,2025-07-13 11:25:26,,REF192213Y
TXN0000453,16.94,EUR,Completed,2025-06-21 13:01:42,2025-06-22 14:01:42,REF184208Q
TXN0000454,8.89,USD,Pending,2025-11-25 21:38:02,,REF421622H
TXN0000455,133.72,USD,Completed,2025-05-16 14:20:17,2025-05-19 06:20:17,REF859185C
TXN0000456,29.78,USD,Pending,2025-03-05 17:11:14,,REF524832M
TXN0000457,6.2,GBP,Completed,2025-01-15 19:58:34,,REF145867F
TXN0000458,9.91,USD,Completed,2025-06-17 07:03:38,2025-06-18 18:03:38,
TXN0000459,107.96,USD,Completed,2025-06-15 04:24:59,2025-06-17 07:24:59,
TXN0000460,221.44,CAD,Completed,2025-09-28 19:19:27,2025-09-30 01:19:27,REF205361W
TXN0000461,198.84,JPY,Completed,2025-01-28 06:32:09,,
TXN0000462,62.52,USD,Completed,2025-03-16 05:00:47,2025-03-16 11:00:47,
TXN0000463,13.75,USD,Completed,2025-03-07 18:54:42,2025-03-09 08:54:42,REF597909D
TXN0000464,0.16,GBP,Completed,2025-03-10 17:15:10,2025-03-11 05:15:10,REF589302Y
TXN0000465,31.37,USD,Pending,2025-03-08 15:30:30,,
TXN0000466,20.03,USD,Failed,2025-04-30 04:03:00,,REF472012V
TXN0000467,24.78,CAD,Cancelled,2025-06-13 03:32:59,,REF370921D
TXN0000468,21.78,USD,Cancelled,2025-06-23 09:05:11,,REF649331K
TXN0000469,2.75,JPY,Completed,2025-03-09 23:15:41,2025-03-10 08:15:41,
TXN0000470,46.34,USD,Completed,2025-05-27 01:02:52,2025-05-27 16:02:52,
TXN0000471,51.85,USD,Completed,2025-06-05 03:37:09,2025-06-07 11:37:09,REF103631P
TXN0000472,55.9,USD,Pending,2025-04-07 15:15:59,,REF590679D
TXN0000473,83.09,USD,Completed,2025-01-03 07:20:38,2025-01-06 00:20:38,
TXN0000474,49.7,CAD,Completed,2025-12-01 17:25:20,2025-12-02 18:25:20,REF894996S
TXN0000475,10.86,USD,Completed,2025-04-15 15:58:27,2025-04-16 06:58:27,REF608732K
TXN0000476,18.06,USD,Pending,2025-05-02 11:07:49,,REF211193A
TXN0000477,23.03,USD,Completed,2025-04-12 08:20:38,2025-04-15 06:20:38,REF468991O
TXN0000478,23.61,USD,Completed,2025-03-15 11:38:07,2025-03-16 19:38:07,REF407400G
TXN0000479,89.78,USD,Pending,2025-05-07 06:57:05,,REF270151D
TXN0000480,52.75,USD,Cancelled,2025-06-21 17:12:50,,REF900502M
TXN0000481,453.06,GBP,Completed,2025-02-04 17:50:39,2025-02-07 05:50:39,
TXN0000482,549.88,EUR,Completed,2025-02-11 08:33:45,2025-02-13 15:33:45,REF224145H
TXN0000483,22.63,CAD,Failed,2024-12-29 16:00:08,,REF248937C
TXN0000484,0.06,EUR,Pending,2025-05-08 11:13:53,,REF963451E
TXN0000485,128.41,USD,Failed,2024-12-10 15:12:53,,
TXN0000486,8.93,CAD,Failed,2025-11-06 03:57:11,,REF904093I
TXN0000487,6.04,USD,Pending,2025-10-15 10:06:18,,REF828590D
TXN0000488,11.05,JPY,Completed,2025-10-23 09:35:15,2025-10-24 21:35:15,
TXN0000489,10.28,USD,Completed,2025-08-11 23:55:44,2025-08-14 05:55:44,REF948811C
TXN0000490,50.32,USD,Completed,2024-12-26 14:46:20,2024-12-27 08:46:20,
TXN0000491,1.94,USD,Pending,2025-10-15 23:51:19,,REF849005R
TXN0000492,3.99,EUR,Completed,2025-06-22 19:47:55,2025-06-24 02:47:55,
TXN0000493,33.61,EUR,Completed,2025-10-11 16:10:41,2025-10-13 07:10:41,REF198012A
TXN0000494,51.13,GBP,Pending,2025-08-11 05:04:05,,
TXN0000495,52.58,USD,Cancelled,2025-07-03 09:45:14,,REF960107Z
TXN0000496,6.17,USD,Failed,2025-03-19 08:28:45,,REF358769R
TXN0000497,4.63,EUR,Failed,2025-04-26 14:27:21,,
TXN0000498,9.39,USD,Completed,2025-05-11 08:47:57,2025-05-13 23:47:57,REF203264E
TXN0000499,28.78,USD,Completed,2025-05-26 11:03:05,2025-05-29 03:03:05,
TXN0000500,186.46,USD,Pending,2025-03-22 01:21:21,,REF899462V
TXN0000501,0.93,USD,Completed,2025-11-27 10:42:07,2025-11-29 11:42:07,
TXN0000502,14.42,USD,Pending,2025-05-04 15:36:51,,REF487775Y
TXN0000503,2.72,GBP,Completed,2025-05-03 10:57:33,2025-05-03 14:57:33,
TXN0000504,1.68,GBP,Completed,2025-08-17 01:05:29,2025-08-18 23:05:29,REF376377Y
TXN0000505,85.66,USD,Completed,2025-07-17 08:56:14,2025-07-18 13:56:14,REF857764B
TXN0000506,45.46,USD,Completed,2025-02-16 22:18:16,2025-02-18 03:18:16,REF914027F
TXN0000507,39.42,USD,Completed,2025-05-02 01:26:25,2025-05-03 15:26:25,REF440071W
TXN0000508,79.96,USD,Completed,2024-12-29 21:01:07,2025-01-01 21:01:07,
TXN0000509,9.78,GBP,Completed,2025-11-22 02:32:50,2025-11-24 05:32:50,REF572769F
TXN0000510,10.5,GBP,Cancelled,2025-08-08 18:34:24,,REF549430I
TXN0000511,533.04,USD,Pending,2025-11-10 11:41:24,,REF250802P
TXN0000512,13.88,JPY,Pending,2025-10-26 09:07:24,,REF318361X
TXN0000513,60.5,JPY,Completed,2025-07-12 00:48:52,2025-07-12 17:48:52,REF231470G
TXN0000514,20.28,USD,Completed,2025-01-21 01:01:01,2025-01-23 13:01:01,REF526180V
TXN0000515,1.26,GBP,Completed,2025-09-09 04:02:21,2025-09-11 22:02:21,REF720045V
TXN0000516,0.94,USD,Completed,2025-09-07 04:56:45,2025-09-09 03:56:45,REF372323A
TXN0000517,8.43,USD,Completed,2025-09-08 04:06:52,2025-09-08 22:06:52,REF705773N
TXN0000518,97.92,CAD,Completed,2025-04-15 09:42:22,2025-04-17 18:42:22,
TXN0000519,65.53,EUR,Completed,2025-04-08 07:53:54,2025-04-10 16:53:54,
TXN0000520,79.13,USD,Completed,2025-04-29 18:53:04,2025-05-01 13:53:04,REF266498N
TXN0000521,4.57,USD,Pending,2025-03-24 23:50:27,,
TXN0000522,226.74,USD,Pending,2024-12-17 00:28:59,,REF521990X
TXN0000523,4.72,USD,Completed,2025-11-10 04:46:37,2025-11-10 11:46:37,REF283963U
TXN0000524,27.64,USD,Pending,2024-12-31 04:59:50,,REF970456L
TXN0000525,19.78,USD,Completed,2025-01-10 06:33:49,2025-01-12 20:33:49,
TXN0000526,15.47,GBP,Completed,2025-11-07 02:08:03,2025-11-09 23:08:03,REF402986I
TXN0000527,149.59,USD,Completed,2025-11-17 02:55:50,2025-11-17 06:55:50,REF208596N
TXN0000528,6.98,USD,Completed,2025-05-07 06:49:17,2025-05-08 04:49:17,
TXN0000529,2.65,EUR,Cancelled,2025-09-10 00:17:00,,REF933317R
TXN0000530,20.7,JPY,Completed,2025-09-04 05:18:59,2025-09-06 07:18:59,
TXN0000531,11.03,USD,Completed,2025-06-23 03:17:08,2025-06-23 12:17:08,REF896365A
TXN0000532,3184.58,GBP,Completed,2025-04-08 05:14:05,2025-04-09 05:14:05,REF916350B
TXN0000533,55.41,EUR,Failed,2025-05-04 15:39:02,,
TXN0000534,10.87,USD,Pending,2025-04-07 22:38:04,,
TXN0000535,4.12,USD,Completed,2025-08-06 19:05:53,2025-08-07 09:05:53,REF561970F
TXN0000536,1.2,GBP,Completed,2025-11-13 06:13:18,2025-11-14 12:13:18,REF105588R
TXN0000537,4.32,USD,Pending,2025-10-26 00:17:16,,REF440888I
TXN0000538,23.86,EUR,Completed,2025-04-05 22:58:39,2025-04-08 20:58:39,REF832829T
TXN0000539,170.89,EUR,Completed,2025-06-23 16:50:57,2025-06-24 12:50:57,REF617216F
TXN0000540,108.04,USD,Pending,2025-03-05 11:13:18,,
TXN0000541,28.32,USD,Completed,2025-03-20 07:12:57,2025-03-23 07:12:57,REF162389E
TXN0000542,12.37,EUR,Completed,2025-09-25 19:48:48,2025-09-27 13:48:48,REF575652F
TXN0000543,30.06,USD,Cancelled,2024-12-25 00:54:37,,REF377636T
TXN0000544,9.23,USD,Completed,2025-02-05 03:20:00,2025-02-05 03:20:00,REF672660N
TXN0000545,264.42,USD,Pending,2025-05-04 19:32:14,,REF890141N
TXN0000546,15.12,USD,Completed,2025-10-28 10:24:00,2025-10-28 11:24:00,REF208299S
TXN0000547,17.65,GBP,Completed,2025-01-14 15:42:57,2025-01-15 12:42:57,
TXN0000548,0.72,GBP,Completed,2025-01-29 16:35:46,2025-01-30 22:35:46,REF393069I
TXN0000549,14.98,JPY,Completed,2024-12-28 02:55:28,2024-12-29 00:55:28,REF465424G
TXN0000550,70.44,USD,Failed,2025-08-07 04:08:34,,
TXN0000551,4.05,USD,Completed,2025-04-19 05:39:14,2025-04-20 23:39:14,REF162263D
TXN0000552,6.51,EUR,Cancelled,2025-02-17 13:46:45,,
TXN0000553,65.96,EUR,Completed,2025-08-20 05:57:57,2025-08-22 08:57:57,REF952659R
TXN0000554,2.19,USD,Pending,2024-12-18 16:25:16,,REF891730Y
TXN0000555,98.17,JPY,Completed,2025-07-04 05:47:21,2025-07-05 12:47:21,REF271139S
TXN0000556,9.04,USD,Completed,2025-06-21 22:49:19,2025-06-23 18:49:19,REF876385R
TXN0000557,11.21,USD,Completed,2025-01-31 00:05:43,2025-02-01 10:05:43,REF194860F
TXN0000558,3.72,USD,Pending,2025-08-22 06:35:12,,REF511903K
TXN0000559,35.41,EUR,Completed,2025-09-22 02:06:23,2025-09-22 09:06:23,
TXN0000560,804.17,USD,Completed,2025-09-05 21:01:08,2025-09-08 10:01:08,REF716560L
TXN0000561,64.86,USD,Completed,2025-02-15 20:14:57,2025-02-16 19:14:57,
TXN0000562,5.49,USD,Completed,2025-06-29 22:22:58,2025-06-30 10:22:58,REF289594M
TXN0000563,110.33,EUR,Completed,2025-05-13 22:43:03,2025-05-15 21:43:03,
TXN0000564,12.49,JPY,Pending,2025-04-16 14:01:42,,
TXN0000565,157.86,EUR,Completed,2024-12-10 20:44:08,2024-12-12 23:44:08,
TXN0000566,67.36,JPY,Pending,2025-05-15 17:00:33,,REF546403D
TXN0000567,0.24,GBP,Completed,2025-05-21 04:22:45,2025-05-22 00:22:45,REF658939I
TXN0000568,4.45,USD,Completed,2025-02-02 05:18:53,2025-02-03 02:18:53,REF165844L
TXN0000569,82.81,JPY,Completed,2025-04-30 14:15:17,2025-05-02 06:15:17,
TXN0000570,25.22,GBP,Completed,2025-04-23 06:57:00,2025-04-23 19:57:00,
TXN0000571,4.32,USD,Pending,2025-07-27 02:55:17,,REF720001O
TXN0000572,7.76,USD,Completed,2025-06-02 14:29:28,2025-06-03 06:29:28,REF877255I
TXN0000573,1.15,USD,Completed,2025-08-07 15:20:52,2025-08-10 12:20:52,
TXN0000574,17.59,EUR,Completed,2025-08-11 00:06:49,2025-08-13 21:06:49,REF719394F
TXN0000575,553.37,CAD,Completed,2025-11-03 13:19:01,2025-11-06 10:19:01,REF143460N
TXN0000576,67.18,USD,Completed,2025-09-22 09:49:21,2025-09-23 11:49:21,REF894352F
TXN0000577,536.8,CAD,Completed,2025-10-12 07:27:07,2025-10-12 19:27:07,REF747507B
TXN0000578,75.46,USD,Completed,2025-06-21 17:18:56,2025-06-23 06:18:56,REF388292B
TXN0000579,93.81,USD,Completed,2025-10-01 22:14:49,2025-10-03 19:14:49,REF656169G
TXN0000580,388.04,USD,Cancelled,2025-01-31 04:14:53,,REF558482W
TXN0000581,35.37,USD,Pending,2024-12-20 13:30:09,,
TXN0000582,15.17,USD,Completed,2025-01-05 14:55:57,2025-01-06 11:55:57,REF327233Y
TXN0000583,94.54,USD,Completed,2025-07-10 13:00:03,2025-07-12 15:00:03,
TXN0000584,177.82,USD,Completed,2025-11-13 15:06:34,2025-11-14 04:06:34,REF469799X
TXN0000585,9.78,JPY,Completed,2024-12-26 07:23:10,2024-12-27 21:23:10,REF679307N
TXN0000586,6.8,GBP,Pending,2025-01-12 13:38:22,,REF195042F
TXN0000587,24.74,USD,Completed,2025-01-26 17:19:23,2025-01-28 05:19:23,
TXN0000588,69.91,EUR,Completed,2025-04-21 03:58:47,2025-04-22 00:58:47,REF564921B
TXN0000589,66.5,USD,Completed,2025-10-03 09:37:37,2025-10-05 04:37:37,REF155171S
TXN0000590,2.37,USD,Completed,2025-06-21 21:22:16,2025-06-23 09:22:16,REF119674W
TXN0000591,353.33,USD,Pending,2025-07-27 23:33:56,,
TXN0000592,7.68,USD,Completed,2025-11-17 04:20:02,2025-11-18 02:20:02,
TXN0000593,13.5,USD,Completed,2025-07-14 09:53:09,,REF106070W
TXN0000594,5.19,JPY,Completed,2025-10-18 16:46:51,2025-10-21 06:46:51,REF435933M
TXN0000595,1149.97,USD,Completed,2025-08-07 10:57:39,2025-08-09 15:57:39,REF157559P
TXN0000596,28.88,JPY,Completed,2025-06-18 20:50:15,,REF847873L
TXN0000597,5.6,USD,Completed,2025-08-13 06:24:41,2025-08-14 16:24:41,REF566294N
TXN0000598,73.4,JPY,Completed,2025-11-11 13:04:57,2025-11-12 15:04:57,REF307856Z
TXN0000599,63.67,USD,Failed,2025-08-29 20:25:21,,
TXN0000600,15.16,USD,Completed,2025-11-26 10:25:35,2025-11-26 22:25:35,REF389429J
TXN0000601,70.87,EUR,Completed,2025-04-21 09:15:47,2025-04-23 20:15:47,REF507226Q
TXN0000602,5.82,CAD,Pending,2025-07-11 01:44:03,,REF542488W
TXN0000603,9.59,USD,Completed,2025-05-13 15:20:20,2025-05-13 20:20:20,
TXN0000604,0.98,USD,Completed,2025-10-29 09:54:51,,
TXN0000605,2.76,EUR,Completed,2025-03-04 14:31:02,2025-03-05 12:31:02,
TXN0000606,302.31,JPY,Completed,2025-07-04 19:24:04,2025-07-05 23:24:04,REF379559Y
TXN0000607,235.6,GBP,Completed,2024-12-14 12:26:45,2024-12-15 22:26:45,REF918838K
TXN0000608,22.17,USD,Completed,2025-05-11 18:18:07,2025-05-13 02:18:07,REF897814A
TXN0000609,243.32,JPY,Pending,2024-12-30 22:52:27,,REF336343M
TXN0000610,15.8,USD,Completed,2025-02-01 01:26:28,2025-02-01 06:26:28,
TXN0000611,13.94,USD,Completed,2025-03-12 15:34:02,,
TXN0000612,21.86,USD,Completed,2025-08-25 15:09:47,2025-08-27 10:09:47,REF428154P
TXN0000613,16.65,USD,Completed,2024-12-27 12:11:24,2024-12-28 23:11:24,
TXN0000614,14.54,EUR,Pending,2025-09-05 20:38:40,,
TXN0000615,111.62,USD,Completed,2025-07-05 03:32:57,2025-07-07 09:32:57,
TXN0000616,25.16,EUR,Completed,2025-03-27 23:32:29,2025-03-28 11:32:29,
TXN0000617,58.48,CAD,Completed,2025-04-12 16:42:41,,
