PaymentTransaction,Account
TXN0001075,ACC000587
TXN0001076,ACC000568
TXN0001077,ACC000127
TXN0001078,ACC000213
TXN0001079,ACC000049
TXN0001080,ACC000141
TXN0001081,ACC000424
TXN0001082,ACC000333
TXN0001083,ACC000387
TXN0001084,ACC000280
TXN0001085,ACC000467
TXN0001086,ACC000483
TXN0001087,ACC000098
TXN0001088,ACC000084
TXN0001089,ACC000349
TXN0001090,ACC000530
TXN0001091,ACC000573
TXN0001092,ACC000133
TXN0001093,ACC000066
TXN0001094,ACC000537
TXN0001095,ACC000479
TXN0001096,ACC000038
TXN0001097,ACC000534
TXN0001098,ACC000284
TXN0001099,ACC000074
TXN0001100,ACC000002
TXN0001101,ACC000499
TXN0001102,ACC000590
TXN0001103,ACC000123
TXN0001104,ACC000118
TXN0001105,ACC000426
TXN0001106,ACC000122
TXN0001107,ACC000077
TXN0001108,ACC000307
TXN0001109,ACC000410
TXN0001110,ACC000263
TXN0001111,ACC000260
TXN0001112,ACC000390
TXN0001113,ACC000083
TXN0001114,ACC000105
TXN0001115,ACC000596
TXN0001116,ACC000516
TXN0001117,ACC000246
TXN0001118,ACC000061
TXN0001119,ACC000590
TXN0001120,ACC000468
TXN0001121,ACC000371
TXN0001122,ACC000310
TXN0001123,ACC000176
TXN0001124,ACC000309
TXN0001125,ACC000501
TXN0001126,ACC000217
TXN0001127,ACC000528
TXN0001128,ACC000559
TXN0001129,ACC000344
TXN0001130,ACC000189
TXN0001131,ACC000246
TXN0001132,ACC000508
TXN0001133,ACC000494
TXN0001134,ACC000299
TXN0001135,ACC000572
TXN0001136,ACC000507
TXN0001137,ACC000469
TXN0001138,ACC000004
TXN0001139,ACC000057
TXN0001140,ACC000480
TXN0001141,ACC000573
TXN0001142,ACC000573
TXN0001143,ACC000123
TXN0001144,ACC000150
TXN0001145,ACC000348
TXN0001146,ACC000248
TXN0001147,ACC000176
TXN0001148,ACC000342
TXN0001149,ACC000097
TXN0001150,ACC000160
TXN0001151,ACC000088
TXN0001152,ACC000568
TXN0001153,ACC000031
TXN0001154,ACC000563
TXN0001155,ACC000167
TXN0001156,ACC000169
TXN0001157,ACC000415
TXN0001158,ACC000494
TXN0001159,ACC000585
TXN0001160,ACC000599
TXN0001161,ACC000061
TXN0001162,ACC000418
TXN0001163,ACC000415
TXN0001164,ACC000421
TXN0001165,ACC000019
TXN0001166,ACC000151
TXN0001167,ACC000554
TXN0001168,ACC000440
TXN0001169,ACC000369
TXN0001170,ACC000208
TXN0001171,ACC000562
TXN0001172,ACC000220
TXN0001173,ACC000584
TXN0001174,ACC000369
TXN0001175,ACC000470
TXN0001176,ACC000064
TXN0001177,ACC000419
TXN0001178,ACC000314
TXN0001179,ACC000412
TXN0001180,ACC000542
TXN0001181,ACC000136
TXN0001182,ACC000111
TXN0001183,ACC000001
TXN0001184,ACC000014
TXN0001185,ACC000193
TXN0001186,ACC000483
TXN0001187,ACC000009
TXN0001188,ACC000021
TXN0001189,ACC000457
TXN0001190,ACC000047
TXN0001191,ACC000251
TXN0001192,ACC000499
TXN0001193,ACC000532
TXN0001194,ACC000062
TXN0001195,ACC000540
TXN0001196,ACC000524
TXN0001197,ACC000426
TXN0001198,ACC000445
TXN0001199,ACC000593
TXN0001200,ACC000230
TXN0001201,ACC000168
TXN0001202,ACC000037
TXN0001203,ACC000510
TXN0001204,ACC000035
TXN0001205,ACC000584
TXN0001206,ACC000527
TXN0001207,ACC000240
TXN0001208,ACC000279
TXN0001209,ACC000516
TXN0001210,ACC000277
TXN0001211,ACC000158
TXN0001212,ACC000445
TXN0001213,ACC000503
TXN0001214,ACC000311
TXN0001215,ACC000553
TXN0001216,ACC000450
TXN0001217,ACC000419
TXN0001218,ACC000180
TXN0001219,ACC000419
TXN0001220,ACC000355
TXN0001221,ACC000060
TXN0001222,ACC000486
TXN0001223,ACC000293
TXN0001224,ACC000275
TXN0001225,ACC000348
TXN0001226,ACC000404
TXN0001227,ACC000324
TXN0001228,ACC000452
TXN0001229,ACC000136
TXN0001230,ACC000437
TXN0001231,ACC000482
TXN0001232,ACC000404
TXN0001233,ACC000369
TXN0001234,ACC000282
TXN0001235,ACC000091
TXN0001236,ACC000522
TXN0001237,ACC000164
TXN0001238,ACC000514
TXN0001239,ACC000105
TXN0001240,ACC000457
TXN0001241,ACC000277
TXN0001242,ACC000510
TXN0001243,ACC000488
TXN0001244,ACC000591
TXN0001245,ACC000358
TXN0001246,ACC000003
TXN0001247,ACC000041
TXN0001248,ACC000198
TXN0001249,ACC000314
TXN0001250,ACC000341
TXN0001251,ACC000135
TXN0001252,ACC000152
TXN0001253,ACC000062
TXN0001254,ACC000190
TXN0001255,ACC000447
TXN0001256,ACC000183
TXN0001257,ACC000406
TXN0001258,ACC000231
TXN0001259,ACC000059
TXN0001260,ACC000221
TXN0001261,ACC000128
TXN0001262,ACC000398
TXN0001263,ACC000261
TXN0001264,ACC000353
TXN0001265,ACC000175
TXN0001266,ACC000380
TXN0001267,ACC000453
TXN0001268,ACC000228
TXN0001269,ACC000247
TXN0001270,ACC000010
TXN0001271,ACC000033
TXN0001272,ACC000472
TXN0001273,ACC000264
TXN0001274,ACC000040
TXN0001275,ACC000390
TXN0001276,ACC000232
TXN0001277,ACC000343
TXN0001278,ACC000088
TXN0001279,ACC000443
TXN0001280,ACC000527
TXN0001281,ACC000351
TXN0001282,ACC000150
TXN0001283,ACC000152
TXN0001284,ACC000278
TXN0001285,ACC000476
TXN0001286,ACC000409
TXN0001287,ACC000490
TXN0001288,ACC000376
TXN0001289,ACC000125
TXN0001290,ACC000128
TXN0001291,ACC000350
TXN0001292,ACC000571
TXN0001293,ACC000204
TXN0001294,ACC000493
TXN0001295,ACC000588
TXN0001296,ACC000025
TXN0001297,ACC000063
TXN0001298,ACC000366
TXN0001299,ACC000214
TXN0001300,ACC000409
TXN0001301,ACC000417
TXN0001302,ACC000213
TXN0001303,ACC000198
TXN0001304,ACC000139
TXN0001305,ACC000504
TXN0001306,ACC000444
TXN0001307,ACC000236
TXN0001308,ACC000222
TXN0001309,ACC000264
TXN0001310,ACC000132
TXN0001311,ACC000153
TXN0001312,ACC000545
TXN0001313,ACC000363
TXN0001314,ACC000409
TXN0001315,ACC000163
TXN0001316,ACC000532
TXN0001317,ACC000236
TXN0001318,ACC000476
TXN0001319,ACC000143
TXN0001320,ACC000224
TXN0001321,ACC000509
TXN0001322,ACC000180
TXN0001323,ACC000190
TXN0001324,ACC000345
TXN0001325,ACC000593
TXN0001326,ACC000212
TXN0001327,ACC000104
TXN0001328,ACC000036
TXN0001329,ACC000238
TXN0001330,ACC000234
TXN0001331,ACC000482
TXN0001332,ACC000054
TXN0001333,ACC000007
TXN0001334,ACC000556
TXN0001335,ACC000598
TXN0001336,ACC000319
TXN0001337,ACC000145
TXN0001338,ACC000212
TXN0001339,ACC000257
TXN0001340,ACC000034
TXN0001341,ACC000209
TXN0001342,ACC000456
TXN0001343,ACC000011
TXN0001344,ACC000273
TXN0001345,ACC000202
TXN0001346,ACC000195
TXN0001347,ACC000238
TXN0001348,ACC000201
TXN0001349,ACC000126
TXN0001350,ACC000550
TXN0001351,ACC000526
TXN0001352,ACC000215
TXN0001353,ACC000546
TXN0001354,ACC000287
TXN0001355,ACC000375
TXN0001356,ACC000408
TXN0001357,ACC000084
TXN0001358,ACC000130
TXN0001359,ACC000368
TXN0001360,ACC000498
TXN0001361,ACC000560
TXN0001362,ACC000012
TXN0001363,ACC000275
TXN0001364,ACC000475
TXN0001365,ACC000224
TXN0001366,ACC000450
TXN0001367,ACC000103
TXN0001368,ACC000536
TXN0001369,ACC000380
TXN0001370,ACC000116
TXN0001371,ACC000488
TXN0001372,ACC000431
TXN0001373,ACC000585
TXN0001374,ACC000394
TXN0001375,ACC000553
TXN0001376,ACC000016
TXN0001377,ACC000395
TXN0001378,ACC000302
TXN0001379,ACC000378
TXN0001380,ACC000365
TXN0001381,ACC000314
TXN0001382,ACC000309
TXN0001383,ACC000147
TXN0001384,ACC000098
TXN0001385,ACC000376
TXN0001386,ACC000501
TXN0001387,ACC000552
TXN0001388,ACC000227
TXN0001389,ACC000474
TXN0001390,ACC000161
TXN0001391,ACC000445
TXN0001392,ACC000296
TXN0001393,ACC000030
TXN0001394,ACC000330
TXN0001395,ACC000211
TXN0001396,ACC000148
TXN0001397,ACC000461
TXN0001398,ACC000202
TXN0001399,ACC000438
TXN0001400,ACC000534
TXN0001401,ACC000542
TXN0001402,ACC000371
TXN0001403,ACC000209
TXN0001404,ACC000269
TXN0001405,ACC000135
TXN0001406,ACC000538
TXN0001407,ACC000569
TXN0001408,ACC000218
TXN0001409,ACC000585
TXN0001410,ACC000038
TXN0001411,ACC000226
TXN0001412,ACC000467
TXN0001413,ACC000479
TXN0001414,ACC000530
TXN0001415,ACC000222
TXN0001416,ACC000216
TXN0001417,ACC000082
TXN0001418,ACC000381
TXN0001419,ACC000023
TXN0001420,ACC000243
TXN0001421,ACC000168
TXN0001422,ACC000096
TXN0001423,ACC000522
TXN0001424,ACC000383
TXN0001425,ACC000595
TXN0001426,ACC000430
TXN0001427,ACC000353
TXN0001428,ACC000371
TXN0001429,ACC000082
TXN0001430,ACC000030
TXN0001431,ACC000130
TXN0001432,ACC000339
TXN0001433,ACC000011
TXN0001434,ACC000405
TXN0001435,ACC000446
TXN0001436,ACC000444
TXN0001437,ACC000536
TXN0001438,ACC000414
TXN0001439,ACC000037
TXN0001440,ACC000412
TXN0001441,ACC000468
TXN0001442,ACC000228
TXN0001443,ACC000304
TXN0001444,ACC000506
TXN0001445,ACC000427
TXN0001446,ACC000482
TXN0001447,ACC000095
TXN0001448,ACC000304
TXN0001449,ACC000581
TXN0001450,ACC000590
TXN0001451,ACC000544
TXN0001452,ACC000438
TXN0001453,ACC000252
TXN0001454,ACC000145
TXN0001455,ACC000572
TXN0001456,ACC000597
TXN0001457,ACC000366
TXN0001458,ACC000091
TXN0001459,ACC000000
TXN0001460,ACC000236
TXN0001461,ACC000540
TXN0001462,ACC000342
TXN0001463,ACC000189
TXN0001464,ACC000317
TXN0001465,ACC000150
TXN0001466,ACC000480
TXN0001467,ACC000390
TXN0001468,ACC000172
TXN0001469,ACC000156
TXN0001470,ACC000105
TXN0001471,ACC000333
TXN0001472,ACC000360
TXN0001473,ACC000579
TXN0001474,ACC000410
TXN0001475,ACC000247
TXN0001476,ACC000452
TXN0001477,ACC000302
TXN0001478,ACC000210
TXN0001479,ACC000586
TXN0001480,ACC000424
TXN0001481,ACC000233
TXN0001482,ACC000263
TXN0001483,ACC000344
TXN0001484,ACC000295
TXN0001485,ACC000007
TXN0001486,ACC000205
TXN0001487,ACC000569
TXN0001488,ACC000576
TXN0001489,ACC000356
TXN0001490,ACC000328
TXN0001491,ACC000292
TXN0001492,ACC000424
TXN0001493,ACC000370
TXN0001494,ACC000445
TXN0001495,ACC000376
TXN0001496,ACC000203
TXN0001497,ACC000076
TXN0001498,ACC000481
TXN0001499,ACC000059
TXN0001500,ACC000525
TXN0001501,ACC000502
TXN0001502,ACC000222
TXN0001503,ACC000032
TXN0001504,ACC000054
TXN0001505,ACC000153
TXN0001506,ACC000093
TXN0001507,ACC000016
TXN0001508,ACC000149
TXN0001509,ACC000478
TXN0001510,ACC000208
TXN0001511,ACC000389
TXN0001512,ACC000385
TXN0001513,ACC000226
TXN0001514,ACC000171
TXN0001515,ACC000359
TXN0001516,ACC000399
TXN0001517,ACC000472
TXN0001518,ACC000209
TXN0001519,ACC000190
TXN0001520,ACC000174
TXN0001521,ACC000209
TXN0001522,ACC000291
TXN0001523,ACC000517
TXN0001524,ACC000462
TXN0001525,ACC000274
TXN0001526,ACC000577
TXN0001527,ACC000218
TXN0001528,ACC000066
TXN0001529,ACC000436
TXN0001530,ACC000400
TXN0001531,ACC000005
TXN0001532,ACC000098
TXN0001533,ACC000594
TXN0001534,ACC000126
TXN0001535,ACC000034
TXN0001536,ACC000010
TXN0001537,ACC000309
TXN0001538,ACC000561
TXN0001539,ACC000531
TXN0001540,ACC000441
TXN0001541,ACC000405
TXN0001542,ACC000023
TXN0001543,ACC000452
TXN0001544,ACC000212
TXN0001545,ACC000157
TXN0001546,ACC000423
TXN0001547,ACC000316
TXN0001548,ACC000311
TXN0001549,ACC000458
TXN0001550,ACC000571
TXN0001551,ACC000584
TXN0001552,ACC000202
TXN0001553,ACC000480
TXN0001554,ACC000526
TXN0001555,ACC000365
TXN0001556,ACC000371
TXN0001557,ACC000286
TXN0001558,ACC000093
TXN0001559,ACC000495
TXN0001560,ACC000441
TXN0001561,ACC000059
TXN0001562,ACC000023
TXN0001563,ACC000202
TXN0001564,ACC000507
TXN0001565,ACC000099
TXN0001566,ACC000424
TXN0001567,ACC000299
TXN0001568,ACC000374
TXN0001569,ACC000572
TXN0001570,ACC000110
TXN0001571,ACC000014
TXN0001572,ACC000292
TXN0001573,ACC000358
TXN0001574,ACC000502
TXN0001575,ACC000252
TXN0001576,ACC000278
TXN0001577,ACC000428
TXN0001578,ACC000445
TXN0001579,ACC000588
TXN0001580,ACC000307
TXN0001581,ACC000261
TXN0001582,ACC000505
TXN0001583,ACC000218
TXN0001584,ACC000239
TXN0001585,ACC000552
TXN0001586,ACC000451
TXN0001587,ACC000562
TXN0001588,ACC000058
TXN0001589,ACC000333
TXN0001590,ACC000133
TXN0001591,ACC000513
TXN0001592,ACC000586
TXN0001593,ACC000030
TXN0001594,ACC000339
TXN0001595,ACC000398
TXN0001596,ACC000447
TXN0001597,ACC000353
TXN0001598,ACC000089
TXN0001599,ACC000566
TXN0001600,ACC000195
TXN0001601,ACC000453
TXN0001602,ACC000555
TXN0001603,ACC000310
TXN0001604,ACC000460
TXN0001605,ACC000453
TXN0001606,ACC000092
TXN0001607,ACC000541
TXN0001608,ACC000552
TXN0001609,ACC000514
TXN0001610,ACC000242
TXN0001611,ACC000455
TXN0001612,ACC000280
TXN0001613,ACC000251
TXN0001614,ACC000270
TXN0001615,ACC000363
TXN0001616,ACC000044
TXN0001617,ACC000412
TXN0001618,ACC000520
TXN0001619,ACC000326
TXN0001620,ACC000219
TXN0001621,ACC000515
TXN0001622,ACC000041
TXN0001623,ACC000404
TXN0001624,ACC000161
TXN0001625,ACC000331
TXN0001626,ACC000059
TXN0001627,ACC000153
TXN0001628,ACC000245
TXN0001629,ACC000046
TXN0001630,ACC000523
TXN0001631,ACC000584
TXN0001632,ACC000399
TXN0001633,ACC000287
TXN0001634,ACC000402
TXN0001635,ACC000169
TXN0001636,ACC000271
TXN0001637,ACC000227
TXN0001638,ACC000305
TXN0001639,ACC000237
TXN0001640,ACC000366
TXN0001641,ACC000257
TXN0001642,ACC000541
TXN0001643,ACC000415
TXN0001644,ACC000337
TXN0001645,ACC000181
TXN0001646,ACC000114
TXN0001647,ACC000191
TXN0001648,ACC000104
TXN0001649,ACC000364
TXN0001650,ACC000398
TXN0001651,ACC000032
TXN0001652,ACC000240
TXN0001653,ACC000516
TXN0001654,ACC000462
TXN0001655,ACC000065
TXN0001656,ACC000005
TXN0001657,ACC000533
TXN0001658,ACC000559
TXN0001659,ACC000046
TXN0001660,ACC000214
TXN0001661,ACC000338
TXN0001662,ACC000317
TXN0001663,ACC000429
TXN0001664,ACC000297
TXN0001665,ACC000390
TXN0001666,ACC000437
TXN0001667,ACC000000
TXN0001668,ACC000306
TXN0001669,ACC000060
TXN0001670,ACC000217
TXN0001671,ACC000488
TXN0001672,ACC000412
TXN0001673,ACC000265
TXN0001674,ACC000451
TXN0001675,ACC000282
TXN0001676,ACC000470
TXN0001677,ACC000440
TXN0001678,ACC000596
TXN0001679,ACC000125
TXN0001680,ACC000083
TXN0001681,ACC000436
TXN0001682,ACC000083
TXN0001683,ACC000190
TXN0001684,ACC000181
TXN0001685,ACC000118
TXN0001686,ACC000346
TXN0001687,ACC000045
TXN0001688,ACC000243
TXN0001689,ACC000588
TXN0001690,ACC000414
TXN0001691,ACC000320
TXN0001692,ACC000359
TXN0001693,ACC000564
TXN0001694,ACC000418
TXN0001695,ACC000514
TXN0001696,ACC000071
TXN0001697,ACC000576
TXN0001698,ACC000045
TXN0001699,ACC000043
TXN0001700,ACC000309
TXN0001701,ACC000125
TXN0001702,ACC000321
TXN0001703,ACC000533
TXN0001704,ACC000226
TXN0001705,ACC000220
TXN0001706,ACC000221
TXN0001707,ACC000381
TXN0001708,ACC000134
TXN0001709,ACC000556
TXN0001710,ACC000425
TXN0001711,ACC000410
TXN0001712,ACC000001
TXN0001713,ACC000102
TXN0001714,ACC000228
TXN0001715,ACC000527
TXN0001716,ACC000321
TXN0001717,ACC000323
TXN0001718,ACC000000
TXN0001719,ACC000026
TXN0001720,ACC000171
TXN0001721,ACC000346
TXN0001722,ACC000493
TXN0001723,ACC000197
TXN0001724,ACC000531
TXN0001725,ACC000011
TXN0001726,ACC000108
TXN0001727,ACC000031
TXN0001728,ACC000070
TXN0001729,ACC000188
TXN0001730,ACC000301
TXN0001731,ACC000362
TXN0001732,ACC000476
TXN0001733,ACC000096
TXN0001734,ACC000554
TXN0001735,ACC000094
TXN0001736,ACC000383
TXN0001737,ACC000572
TXN0001738,ACC000056
TXN0001739,ACC000394
TXN0001740,ACC000092
TXN0001741,ACC000302
TXN0001742,ACC000581
TXN0001743,ACC000592
TXN0001744,ACC000118
TXN0001745,ACC000194
TXN0001746,ACC000410
TXN0001747,ACC000382
TXN0001748,ACC000037
TXN0001749,ACC000364
TXN0001750,ACC000344
TXN0001751,ACC000123
TXN0001752,ACC000589
TXN0001753,ACC000097
TXN0001754,ACC000227
TXN0001755,ACC000590
TXN0001756,ACC000421
TXN0001757,ACC000545
TXN0001758,ACC000448
TXN0001759,ACC000083
TXN0001760,ACC000513
TXN0001761,ACC000443
TXN0001762,ACC000504
TXN0001763,ACC000078
TXN0001764,ACC000494
TXN0001765,ACC000007
TXN0001766,ACC000549
TXN0001767,ACC000011
TXN0001768,ACC000318
TXN0001769,ACC000151
TXN0001770,ACC000208
TXN0001771,ACC000166
TXN0001772,ACC000571
TXN0001773,ACC000374
TXN0001774,ACC000017
TXN0001775,ACC000502
TXN0001776,ACC000103
TXN0001777,ACC000432
TXN0001778,ACC000085
TXN0001779,ACC000157
TXN0001780,ACC000225
TXN0001781,ACC000212
TXN0001782,ACC000143
TXN0001783,ACC000076
TXN0001784,ACC000199
TXN0001785,ACC000286
TXN0001786,ACC000590
TXN0001787,ACC000361
TXN0001788,ACC000167
TXN0001789,ACC000138
TXN0001790,ACC000043
TXN0001791,ACC000576
TXN0001792,ACC000271
TXN0001793,ACC000042
TXN0001794,ACC000053
TXN0001795,ACC000218
TXN0001796,ACC000489
TXN0001797,ACC000074
TXN0001798,ACC000482
TXN0001799,ACC000507
TXN0001800,ACC000371
TXN0001801,ACC000534
TXN0001802,ACC000569
TXN0001803,ACC000357
TXN0001804,ACC000394
TXN0001805,ACC000158
TXN0001806,ACC000459
TXN0001807,ACC000261
TXN0001808,ACC000553
TXN0001809,ACC000007
TXN0001810,ACC000397
TXN0001811,ACC000409
TXN0001812,ACC000108
TXN0001813,ACC000069
TXN0001814,ACC000185
TXN0001815,ACC000424
TXN0001816,ACC000134
TXN0001817,ACC000033
TXN0001818,ACC000235
TXN0001819,ACC000060
TXN0001820,ACC000397
TXN0001821,ACC000379
TXN0001822,ACC000075
TXN0001823,ACC000439
TXN0001824,ACC000325
TXN0001825,ACC000502
TXN0001826,ACC000095
TXN0001827,ACC000172
TXN0001828,ACC000112
TXN0001829,ACC000120
TXN0001830,ACC000567
TXN0001831,ACC000441
TXN0001832,ACC000049
TXN0001833,ACC000064
TXN0001834,ACC000555
TXN0001835,ACC000083
TXN0001836,ACC000124
TXN0001837,ACC000134
TXN0001838,ACC000235
TXN0001839,ACC000226
TXN0001840,ACC000200
TXN0001841,ACC000060
TXN0001842,ACC000186
TXN0001843,ACC000332
TXN0001844,ACC000365
TXN0001845,ACC000597
TXN0001846,ACC000520
TXN0001847,ACC000507
TXN0001848,ACC000594
TXN0001849,ACC000138
TXN0001850,ACC000060
TXN0001851,ACC000439
TXN0001852,ACC000154
TXN0001853,ACC000226
TXN0001854,ACC000117
TXN0001855,ACC000291
TXN0001856,ACC000349
TXN0001857,ACC000440
TXN0001858,ACC000568
TXN0001859,ACC000517
TXN0001860,ACC000107
TXN0001861,ACC000020
TXN0001862,ACC000596
TXN0001863,ACC000396
TXN0001864,ACC000110
TXN0001865,ACC000584
TXN0001866,ACC000414
TXN0001867,ACC000560
TXN0001868,ACC000049
TXN0001869,ACC000295
TXN0001870,ACC000367
TXN0001871,ACC000031
TXN0001872,ACC000352
TXN0001873,ACC000167
TXN0001874,ACC000091
TXN0001875,ACC000066
TXN0001876,ACC000144
TXN0001877,ACC000050
TXN0001878,ACC000222
TXN0001879,ACC000432
TXN0001880,ACC000006
TXN0001881,ACC000531
TXN0001882,ACC000125
TXN0001883,ACC000414
TXN0001884,ACC000280
TXN0001885,ACC000105
TXN0001886,ACC000570
TXN0001887,ACC000013
TXN0001888,ACC000259
TXN0001889,ACC000261
TXN0001890,ACC000416
TXN0001891,ACC000043
TXN0001892,ACC000554
TXN0001893,ACC000077
TXN0001894,ACC000511
TXN0001895,ACC000104
TXN0001896,ACC000262
TXN0001897,ACC000039
TXN0001898,ACC000565
TXN0001899,ACC000241
TXN0001900,ACC000279
TXN0001901,ACC000435
TXN0001902,ACC000577
TXN0001903,ACC000333
TXN0001904,ACC000269
TXN0001905,ACC000287
TXN0001906,ACC000579
TXN0001907,ACC000360
TXN0001908,ACC000030
TXN0001909,ACC000413
TXN0001910,ACC000011
TXN0001911,ACC000340
TXN0001912,ACC000513
TXN0001913,ACC000035
TXN0001914,ACC000423
TXN0001915,ACC000134
TXN0001916,ACC000467
TXN0001917,ACC000268
TXN0001918,ACC000348
TXN0001919,ACC000407
TXN0001920,ACC000442
TXN0001921,ACC000570
TXN0001922,ACC000225
TXN0001923,ACC000559
TXN0001924,ACC000356
TXN0001925,ACC000585
TXN0001926,ACC000041
TXN0001927,ACC000498
TXN0001928,ACC000264
TXN0001929,ACC000145
TXN0001930,ACC000280
TXN0001931,ACC000080
TXN0001932,ACC000312
TXN0001933,ACC000146
TXN0001934,ACC000016
TXN0001935,ACC000297
TXN0001936,ACC000367
TXN0001937,ACC000465
TXN0001938,ACC000453
TXN0001939,ACC000441
TXN0001940,ACC000183
TXN0001941,ACC000323
TXN0001942,ACC000195
TXN0001943,ACC000546
TXN0001944,ACC000294
TXN0001945,ACC000465
TXN0001946,ACC000415
TXN0001947,ACC000399
TXN0001948,ACC000087
TXN0001949,ACC000353
TXN0001950,ACC000199
TXN0001951,ACC000045
TXN0001952,ACC000098
TXN0001953,ACC000400
TXN0001954,ACC000292
TXN0001955,ACC000507
TXN0001956,ACC000142
TXN0001957,ACC000537
TXN0001958,ACC000410
TXN0001959,ACC000126
TXN0001960,ACC000480
TXN0001961,ACC000300
TXN0001962,ACC000384
TXN0001963,ACC000531
TXN0001964,ACC000327
TXN0001965,ACC000596
TXN0001966,ACC000014
TXN0001967,ACC000137
TXN0001968,ACC000396
TXN0001969,ACC000132
TXN0001970,ACC000456
TXN0001971,ACC000397
TXN0001972,ACC000086
TXN0001973,ACC000123
TXN0001974,ACC000399
TXN0001975,ACC000396
TXN0001976,ACC000140
TXN0001977,ACC000553
TXN0001978,ACC000408
TXN0001979,ACC000445
TXN0001980,ACC000008
TXN0001981,ACC000194
TXN0001982,ACC000315
TXN0001983,ACC000534
TXN0001984,ACC000130
TXN0001985,ACC000276
TXN0001986,ACC000409
TXN0001987,ACC000561
TXN0001988,ACC000422
TXN0001989,ACC000494
TXN0001990,ACC000047
TXN0001991,ACC000127
TXN0001992,ACC000405
TXN0001993,ACC000378
TXN0001994,ACC000387
TXN0001995,ACC000161
TXN0001996,ACC000509
TXN0001997,ACC000502
TXN0001998,ACC000302
TXN0001999,ACC000045
