Customer,PaymentTransaction
CUST000002,TXN0001074
CUST000000,TXN0001075
CUST000003,TXN0001076
CUST000001,TXN0001077
CUST000000,TXN0001078
CUST000000,TXN0001079
CUST000002,TXN0001080
CUST000027,TXN0001081
CUST000000,TXN0001082
CUST000000,TXN0001083
CUST000002,TXN0001084
CUST000001,TXN0001085
CUST000000,TXN0001086
CUST000003,TXN0001087
CUST000015,TXN0001088
CUST000000,TXN0001089
CUST000030,TXN0001090
CUST000007,TXN0001091
CUST000000,TXN0001092
CUST000000,TXN0001093
CUST000004,TXN0001094
CUST000052,TXN0001095
CUST000081,TXN0001096
CUST000001,TXN0001097
CUST000000,TXN0001098
CUST000000,TXN0001099
CUST000001,TXN0001100
CUST000001,TXN0001101
CUST000000,TXN0001102
CUST000000,TXN0001103
CUST000000,TXN0001104
CUST000006,TXN0001105
CUST000000,TXN0001106
CUST000001,TXN0001107
CUST000000,TXN0001108
CUST000007,TXN0001109
CUST000000,TXN0001110
CUST000001,TXN0001111
CUST000000,TXN0001112
CUST000250,TXN0001113
CUST000000,TXN0001114
CUST000000,TXN0001115
CUST000000,TXN0001116
CUST000003,TXN0001117
CUST000001,TXN0001118
CUST000001,TXN0001119
CUST000000,TXN0001120
CUST000029,TXN0001121
CUST000015,TXN0001122
CUST000001,TXN0001123
CUST000015,TXN0001124
CUST000000,TXN0001125
CUST000000,TXN0001126
CUST000000,TXN0001127
CUST000000,TXN0001128
CUST000034,TXN0001129
CUST000000,TXN0001130
CUST000000,TXN0001131
CUST000001,TXN0001132
CUST000499,TXN0001133
CUST000000,TXN0001134
CUST000009,TXN0001135
CUST000008,TXN0001136
CUST000000,TXN0001137
CUST000000,TXN0001138
CUST000007,TXN0001139
CUST000002,TXN0001140
CUST000003,TXN0001141
CUST000000,TXN0001142
CUST000000,TXN0001143
CUST000000,TXN0001144
CUST000000,TXN0001145
CUST000000,TXN0001146
CUST000001,TXN0001147
CUST000000,TXN0001148
CUST000036,TXN0001149
CUST000001,TXN0001150
CUST000000,TXN0001151
CUST000000,TXN0001152
CUST000025,TXN0001153
CUST000003,TXN0001154
CUST000499,TXN0001155
CUST000000,TXN0001156
CUST000003,TXN0001157
CUST000014,TXN0001158
CUST000000,TXN0001159
CUST000000,TXN0001160
CUST000000,TXN0001161
CUST000006,TXN0001162
CUST000000,TXN0001163
CUST000000,TXN0001164
CUST000003,TXN0001165
CUST000207,TXN0001166
CUST000000,TXN0001167
CUST000002,TXN0001168
CUST000000,TXN0001169
CUST000001,TXN0001170
CUST000004,TXN0001171
CUST000000,TXN0001172
CUST000001,TXN0001173
CUST000000,TXN0001174
CUST000000,TXN0001175
CUST000000,TXN0001176
CUST000001,TXN0001177
CUST000021,TXN0001178
CUST000000,TXN0001179
CUST000013,TXN0001180
CUST000015,TXN0001181
CUST000000,TXN0001182
CUST000000,TXN0001183
CUST000004,TXN0001184
CUST000000,TXN0001185
CUST000011,TXN0001186
CUST000022,TXN0001187
CUST000000,TXN0001188
CUST000000,TXN0001189
CUST000000,TXN0001190
CUST000000,TXN0001191
CUST000036,TXN0001192
CUST000000,TXN0001193
CUST000001,TXN0001194
CUST000003,TXN0001195
CUST000013,TXN0001196
CUST000045,TXN0001197
CUST000005,TXN0001198
CUST000000,TXN0001199
CUST000006,TXN0001200
CUST000020,TXN0001201
CUST000000,TXN0001202
CUST000001,TXN0001203
CUST000000,TXN0001204
CUST000000,TXN0001205
CUST000002,TXN0001206
CUST000016,TXN0001207
CUST000001,TXN0001208
CUST000008,TXN0001209
CUST000004,TXN0001210
CUST000015,TXN0001211
CUST000001,TXN0001212
CUST000001,TXN0001213
CUST000001,TXN0001214
CUST000001,TXN0001215
CUST000002,TXN0001216
CUST000499,TXN0001217
CUST000000,TXN0001218
CUST000016,TXN0001219
CUST000004,TXN0001220
CUST000000,TXN0001221
CUST000000,TXN0001222
CUST000000,TXN0001223
CUST000002,TXN0001224
CUST000001,TXN0001225
CUST000005,TXN0001226
CUST000079,TXN0001227
CUST000002,TXN0001228
CUST000014,TXN0001229
CUST000000,TXN0001230
CUST000001,TXN0001231
CUST000002,TXN0001232
CUST000001,TXN0001233
CUST000000,TXN0001234
CUST000000,TXN0001235
CUST000006,TXN0001236
CUST000001,TXN0001237
CUST000000,TXN0001238
CUST000001,TXN0001239
CUST000000,TXN0001240
CUST000001,TXN0001241
CUST000000,TXN0001242
CUST000000,TXN0001243
CUST000001,TXN0001244
CUST000001,TXN0001245
CUST000000,TXN0001246
CUST000030,TXN0001247
CUST000000,TXN0001248
CUST000000,TXN0001249
CUST000001,TXN0001250
CUST000001,TXN0001251
CUST000000,TXN0001252
CUST000003,TXN0001253
CUST000000,TXN0001254
CUST000001,TXN0001255
CUST000000,TXN0001256
CUST000000,TXN0001257
CUST000001,TXN0001258
CUST000008,TXN0001259
CUST000000,TXN0001260
CUST000001,TXN0001261
CUST000000,TXN0001262
CUST000018,TXN0001263
CUST000019,TXN0001264
CUST000000,TXN0001265
CUST000001,TXN0001266
CUST000057,TXN0001267
CUST000000,TXN0001268
CUST000000,TXN0001269
CUST000000,TXN0001270
CUST000000,TXN0001271
CUST000003,TXN0001272
CUST000000,TXN0001273
CUST000000,TXN0001274
CUST000006,TXN0001275
CUST000000,TXN0001276
CUST000000,TXN0001277
CUST000004,TXN0001278
CUST000000,TXN0001279
CUST000017,TXN0001280
CUST000499,TXN0001281
CUST000001,TXN0001282
CUST000020,TXN0001283
CUST000001,TXN0001284
CUST000001,TXN0001285
CUST000002,TXN0001286
CUST000001,TXN0001287
CUST000024,TXN0001288
CUST000000,TXN0001289
CUST000000,TXN0001290
CUST000000,TXN0001291
CUST000007,TXN0001292
CUST000005,TXN0001293
CUST000000,TXN0001294
CUST000000,TXN0001295
CUST000001,TXN0001296
CUST000002,TXN0001297
CUST000002,TXN0001298
CUST000002,TXN0001299
CUST000000,TXN0001300
CUST000000,TXN0001301
CUST000032,TXN0001302
CUST000010,TXN0001303
CUST000000,TXN0001304
CUST000043,TXN0001305
CUST000000,TXN0001306
CUST000000,TXN0001307
CUST000001,TXN0001308
CUST000000,TXN0001309
CUST000003,TXN0001310
CUST000000,TXN0001311
CUST000001,TXN0001312
CUST000000,TXN0001313
CUST000001,TXN0001314
CUST000002,TXN0001315
CUST000000,TXN0001316
CUST000000,TXN0001317
CUST000000,TXN0001318
CUST000000,TXN0001319
CUST000000,TXN0001320
CUST000001,TXN0001321
CUST000007,TXN0001322
CUST000037,TXN0001323
CUST000001,TXN0001324
CUST000001,TXN0001325
CUST000037,TXN0001326
CUST000001,TXN0001327
CUST000000,TXN0001328
CUST000000,TXN0001329
CUST000001,TXN0001330
CUST000003,TXN0001331
CUST000000,TXN0001332
CUST000000,TXN0001333
CUST000003,TXN0001334
CUST000000,TXN0001335
CUST000000,TXN0001336
CUST000002,TXN0001337
CUST000000,TXN0001338
CUST000003,TXN0001339
CUST000002,TXN0001340
CUST000000,TXN0001341
CUST000000,TXN0001342
CUST000000,TXN0001343
CUST000000,TXN0001344
CUST000000,TXN0001345
CUST000003,TXN0001346
CUST000000,TXN0001347
CUST000000,TXN0001348
CUST000008,TXN0001349
CUST000000,TXN0001350
CUST000000,TXN0001351
CUST000000,TXN0001352
CUST000000,TXN0001353
CUST000001,TXN0001354
CUST000002,TXN0001355
CUST000001,TXN0001356
CUST000000,TXN0001357
CUST000021,TXN0001358
CUST000000,TXN0001359
CUST000000,TXN0001360
CUST000000,TXN0001361
CUST000000,TXN0001362
CUST000008,TXN0001363
CUST000000,TXN0001364
CUST000000,TXN0001365
CUST000000,TXN0001366
CUST000005,TXN0001367
CUST000001,TXN0001368
CUST000009,TXN0001369
CUST000026,TXN0001370
CUST000000,TXN0001371
CUST000000,TXN0001372
CUST000000,TXN0001373
CUST000000,TXN0001374
CUST000000,TXN0001375
CUST000000,TXN0001376
CUST000014,TXN0001377
CUST000000,TXN0001378
CUST000000,TXN0001379
CUST000002,TXN0001380
CUST000002,TXN0001381
CUST000018,TXN0001382
CUST000000,TXN0001383
CUST000003,TXN0001384
CUST000000,TXN0001385
CUST000000,TXN0001386
CUST000000,TXN0001387
CUST000000,TXN0001388
CUST000006,TXN0001389
CUST000004,TXN0001390
CUST000000,TXN0001391
CUST000000,TXN0001392
CUST000000,TXN0001393
CUST000000,TXN0001394
CUST000000,TXN0001395
CUST000000,TXN0001396
CUST000047,TXN0001397
CUST000000,TXN0001398
CUST000008,TXN0001399
CUST000012,TXN0001400
CUST000000,TXN0001401
CUST000000,TXN0001402
CUST000000,TXN0001403
CUST000000,TXN0001404
CUST000000,TXN0001405
CUST000000,TXN0001406
CUST000021,TXN0001407
CUST000001,TXN0001408
CUST000000,TXN0001409
CUST000000,TXN0001410
CUST000001,TXN0001411
CUST000002,TXN0001412
CUST000000,TXN0001413
CUST000000,TXN0001414
CUST000001,TXN0001415
CUST000067,TXN0001416
CUST000000,TXN0001417
CUST000000,TXN0001418
CUST000006,TXN0001419
CUST000002,TXN0001420
CUST000002,TXN0001421
CUST000003,TXN0001422
CUST000002,TXN0001423
CUST000000,TXN0001424
CUST000020,TXN0001425
CUST000047,TXN0001426
CUST000000,TXN0001427
CUST000001,TXN0001428
CUST000266,TXN0001429
CUST000006,TXN0001430
CUST000002,TXN0001431
CUST000051,TXN0001432
CUST000000,TXN0001433
CUST000001,TXN0001434
CUST000188,TXN0001435
CUST000001,TXN0001436
CUST000001,TXN0001437
CUST000000,TXN0001438
CUST000000,TXN0001439
CUST000001,TXN0001440
CUST000000,TXN0001441
CUST000009,TXN0001442
CUST000000,TXN0001443
CUST000001,TXN0001444
CUST000016,TXN0001445
CUST000006,TXN0001446
CUST000000,TXN0001447
CUST000002,TXN0001448
CUST000000,TXN0001449
CUST000000,TXN0001450
CUST000000,TXN0001451
CUST000037,TXN0001452
CUST000006,TXN0001453
CUST000000,TXN0001454
CUST000001,TXN0001455
CUST000000,TXN0001456
CUST000000,TXN0001457
CUST000000,TXN0001458
CUST000000,TXN0001459
CUST000000,TXN0001460
CUST000000,TXN0001461
CUST000018,TXN0001462
CUST000000,TXN0001463
CUST000007,TXN0001464
CUST000002,TXN0001465
CUST000000,TXN0001466
CUST000000,TXN0001467
CUST000004,TXN0001468
CUST000001,TXN0001469
CUST000003,TXN0001470
CUST000002,TXN0001471
CUST000007,TXN0001472
CUST000000,TXN0001473
CUST000001,TXN0001474
CUST000000,TXN0001475
CUST000050,TXN0001476
CUST000000,TXN0001477
CUST000000,TXN0001478
CUST000001,TXN0001479
CUST000022,TXN0001480
CUST000029,TXN0001481
CUST000029,TXN0001482
CUST000000,TXN0001483
CUST000001,TXN0001484
CUST000061,TXN0001485
CUST000001,TXN0001486
CUST000001,TXN0001487
CUST000000,TXN0001488
CUST000002,TXN0001489
CUST000002,TXN0001490
CUST000000,TXN0001491
CUST000000,TXN0001492
CUST000002,TXN0001493
CUST000002,TXN0001494
CUST000001,TXN0001495
CUST000000,TXN0001496
CUST000499,TXN0001497
CUST000002,TXN0001498
CUST000002,TXN0001499
CUST000001,TXN0001500
CUST000000,TXN0001501
CUST000000,TXN0001502
CUST000003,TXN0001503
CUST000002,TXN0001504
CUST000499,TXN0001505
CUST000004,TXN0001506
CUST000000,TXN0001507
CUST000499,TXN0001508
CUST000050,TXN0001509
CUST000004,TXN0001510
CUST000134,TXN0001511
CUST000001,TXN0001512
CUST000000,TXN0001513
CUST000000,TXN0001514
CUST000015,TXN0001515
CUST000000,TXN0001516
CUST000000,TXN0001517
CUST000000,TXN0001518
CUST000000,TXN0001519
CUST000000,TXN0001520
CUST000005,TXN0001521
CUST000004,TXN0001522
CUST000000,TXN0001523
CUST000001,TXN0001524
CUST000001,TXN0001525
CUST000000,TXN0001526
CUST000002,TXN0001527
CUST000001,TXN0001528
CUST000004,TXN0001529
CUST000000,TXN0001530
CUST000000,TXN0001531
CUST000000,TXN0001532
CUST000005,TXN0001533
CUST000000,TXN0001534
CUST000000,TXN0001535
CUST000004,TXN0001536
CUST000000,TXN0001537
CUST000008,TXN0001538
CUST000000,TXN0001539
CUST000000,TXN0001540
CUST000000,TXN0001541
CUST000009,TXN0001542
CUST000000,TXN0001543
CUST000000,TXN0001544
CUST000000,TXN0001545
CUST000000,TXN0001546
CUST000000,TXN0001547
CUST000001,TXN0001548
CUST000001,TXN0001549
CUST000001,TXN0001550
CUST000003,TXN0001551
CUST000000,TXN0001552
CUST000000,TXN0001553
CUST000000,TXN0001554
CUST000000,TXN0001555
CUST000001,TXN0001556
CUST000000,TXN0001557
CUST000028,TXN0001558
CUST000000,TXN0001559
CUST000000,TXN0001560
CUST000000,TXN0001561
CUST000002,TXN0001562
CUST000000,TXN0001563
CUST000000,TXN0001564
CUST000000,TXN0001565
CUST000002,TXN0001566
CUST000000,TXN0001567
CUST000000,TXN0001568
CUST000000,TXN0001569
CUST000000,TXN0001570
CUST000000,TXN0001571
CUST000015,TXN0001572
CUST000000,TXN0001573
CUST000003,TXN0001574
CUST000001,TXN0001575
CUST000001,TXN0001576
CUST000000,TXN0001577
CUST000000,TXN0001578
CUST000000,TXN0001579
CUST000001,TXN0001580
CUST000018,TXN0001581
CUST000000,TXN0001582
CUST000000,TXN0001583
CUST000000,TXN0001584
CUST000002,TXN0001585
CUST000001,TXN0001586
CUST000000,TXN0001587
CUST000001,TXN0001588
CUST000000,TXN0001589
CUST000000,TXN0001590
CUST000002,TXN0001591
CUST000005,TXN0001592
CUST000003,TXN0001593
CUST000000,TXN0001594
CUST000001,TXN0001595
CUST000000,TXN0001596
CUST000001,TXN0001597
CUST000000,TXN0001598
CUST000009,TXN0001599
CUST000000,TXN0001600
CUST000004,TXN0001601
CUST000001,TXN0001602
CUST000000,TXN0001603
CUST000000,TXN0001604
CUST000028,TXN0001605
CUST000013,TXN0001606
CUST000000,TXN0001607
CUST000000,TXN0001608
CUST000000,TXN0001609
CUST000000,TXN0001610
CUST000000,TXN0001611
CUST000000,TXN0001612
CUST000001,TXN0001613
CUST000005,TXN0001614
CUST000000,TXN0001615
CUST000000,TXN0001616
CUST000010,TXN0001617
CUST000000,TXN0001618
CUST000001,TXN0001619
CUST000000,TXN0001620
CUST000000,TXN0001621
CUST000000,TXN0001622
CUST000125,TXN0001623
CUST000487,TXN0001624
CUST000000,TXN0001625
CUST000001,TXN0001626
CUST000000,TXN0001627
CUST000000,TXN0001628
CUST000000,TXN0001629
CUST000000,TXN0001630
CUST000002,TXN0001631
CUST000000,TXN0001632
CUST000002,TXN0001633
CUST000000,TXN0001634
CUST000019,TXN0001635
CUST000003,TXN0001636
CUST000017,TXN0001637
CUST000005,TXN0001638
CUST000000,TXN0001639
CUST000012,TXN0001640
CUST000002,TXN0001641
CUST000001,TXN0001642
CUST000000,TXN0001643
CUST000000,TXN0001644
CUST000001,TXN0001645
CUST000003,TXN0001646
CUST000000,TXN0001647
CUST000006,TXN0001648
CUST000003,TXN0001649
CUST000499,TXN0001650
CUST000001,TXN0001651
CUST000000,TXN0001652
CUST000000,TXN0001653
CUST000065,TXN0001654
CUST000003,TXN0001655
CUST000000,TXN0001656
CUST000006,TXN0001657
CUST000001,TXN0001658
CUST000499,TXN0001659
CUST000000,TXN0001660
CUST000000,TXN0001661
CUST000000,TXN0001662
CUST000004,TXN0001663
CUST000000,TXN0001664
CUST000000,TXN0001665
CUST000000,TXN0001666
CUST000000,TXN0001667
CUST000003,TXN0001668
CUST000003,TXN0001669
CUST000000,TXN0001670
CUST000001,TXN0001671
CUST000000,TXN0001672
CUST000000,TXN0001673
CUST000000,TXN0001674
CUST000000,TXN0001675
CUST000002,TXN0001676
CUST000000,TXN0001677
CUST000000,TXN0001678
CUST000001,TXN0001679
CUST000001,TXN0001680
CUST000002,TXN0001681
CUST000000,TXN0001682
CUST000001,TXN0001683
CUST000001,TXN0001684
CUST000011,TXN0001685
CUST000000,TXN0001686
CUST000003,TXN0001687
CUST000013,TXN0001688
CUST000065,TXN0001689
CUST000000,TXN0001690
CUST000000,TXN0001691
CUST000017,TXN0001692
CUST000002,TXN0001693
CUST000000,TXN0001694
CUST000006,TXN0001695
CUST000000,TXN0001696
CUST000005,TXN0001697
CUST000002,TXN0001698
CUST000002,TXN0001699
CUST000002,TXN0001700
CUST000000,TXN0001701
CUST000000,TXN0001702
CUST000000,TXN0001703
CUST000000,TXN0001704
CUST000002,TXN0001705
CUST000005,TXN0001706
CUST000007,TXN0001707
CUST000004,TXN0001708
CUST000003,TXN0001709
CUST000014,TXN0001710
CUST000000,TXN0001711
CUST000005,TXN0001712
CUST000002,TXN0001713
CUST000005,TXN0001714
CUST000000,TXN0001715
CUST000000,TXN0001716
CUST000000,TXN0001717
CUST000000,TXN0001718
CUST000008,TXN0001719
CUST000002,TXN0001720
CUST000000,TXN0001721
CUST000001,TXN0001722
CUST000011,TXN0001723
CUST000000,TXN0001724
CUST000013,TXN0001725
CUST000008,TXN0001726
CUST000000,TXN0001727
CUST000004,TXN0001728
CUST000001,TXN0001729
CUST000000,TXN0001730
CUST000000,TXN0001731
CUST000009,TXN0001732
CUST000001,TXN0001733
CUST000006,TXN0001734
CUST000002,TXN0001735
CUST000001,TXN0001736
CUST000001,TXN0001737
CUST000000,TXN0001738
CUST000001,TXN0001739
CUST000000,TXN0001740
CUST000002,TXN0001741
CUST000000,TXN0001742
CUST000000,TXN0001743
CUST000000,TXN0001744
CUST000002,TXN0001745
CUST000005,TXN0001746
CUST000028,TXN0001747
CUST000002,TXN0001748
CUST000000,TXN0001749
CUST000000,TXN0001750
CUST000000,TXN0001751
CUST000001,TXN0001752
CUST000002,TXN0001753
CUST000000,TXN0001754
CUST000002,TXN0001755
CUST000005,TXN0001756
CUST000002,TXN0001757
CUST000000,TXN0001758
CUST000000,TXN0001759
CUST000024,TXN0001760
CUST000004,TXN0001761
CUST000011,TXN0001762
CUST000001,TXN0001763
CUST000000,TXN0001764
CUST000000,TXN0001765
CUST000009,TXN0001766
CUST000000,TXN0001767
CUST000000,TXN0001768
CUST000001,TXN0001769
CUST000000,TXN0001770
CUST000000,TXN0001771
CUST000005,TXN0001772
CUST000002,TXN0001773
CUST000000,TXN0001774
CUST000002,TXN0001775
CUST000000,TXN0001776
CUST000000,TXN0001777
CUST000000,TXN0001778
CUST000001,TXN0001779
CUST000000,TXN0001780
CUST000024,TXN0001781
CUST000056,TXN0001782
CUST000000,TXN0001783
CUST000001,TXN0001784
CUST000003,TXN0001785
CUST000000,TXN0001786
CUST000000,TXN0001787
CUST000003,TXN0001788
CUST000000,TXN0001789
CUST000000,TXN0001790
CUST000000,TXN0001791
CUST000018,TXN0001792
CUST000005,TXN0001793
CUST000000,TXN0001794
CUST000000,TXN0001795
CUST000000,TXN0001796
CUST000092,TXN0001797
CUST000235,TXN0001798
CUST000000,TXN0001799
CUST000001,TXN0001800
CUST000006,TXN0001801
CUST000000,TXN0001802
CUST000000,TXN0001803
CUST000000,TXN0001804
CUST000000,TXN0001805
CUST000008,TXN0001806
CUST000000,TXN0001807
CUST000000,TXN0001808
CUST000000,TXN0001809
CUST000002,TXN0001810
CUST000000,TXN0001811
CUST000001,TXN0001812
CUST000004,TXN0001813
CUST000022,TXN0001814
CUST000001,TXN0001815
CUST000002,TXN0001816
CUST000000,TXN0001817
CUST000000,TXN0001818
CUST000000,TXN0001819
CUST000001,TXN0001820
CUST000008,TXN0001821
CUST000003,TXN0001822
CUST000001,TXN0001823
CUST000000,TXN0001824
CUST000000,TXN0001825
CUST000001,TXN0001826
CUST000000,TXN0001827
CUST000000,TXN0001828
CUST000001,TXN0001829
CUST000002,TXN0001830
CUST000000,TXN0001831
CUST000001,TXN0001832
CUST000005,TXN0001833
CUST000000,TXN0001834
CUST000023,TXN0001835
CUST000009,TXN0001836
CUST000000,TXN0001837
CUST000002,TXN0001838
CUST000002,TXN0001839
CUST000000,TXN0001840
CUST000001,TXN0001841
CUST000000,TXN0001842
CUST000008,TXN0001843
CUST000000,TXN0001844
CUST000106,TXN0001845
CUST000006,TXN0001846
CUST000000,TXN0001847
CUST000003,TXN0001848
CUST000000,TXN0001849
CUST000003,TXN0001850
CUST000000,TXN0001851
CUST000002,TXN0001852
CUST000000,TXN0001853
CUST000000,TXN0001854
CUST000001,TXN0001855
CUST000000,TXN0001856
CUST000007,TXN0001857
CUST000002,TXN0001858
CUST000002,TXN0001859
CUST000002,TXN0001860
CUST000005,TXN0001861
CUST000000,TXN0001862
CUST000001,TXN0001863
CUST000008,TXN0001864
CUST000004,TXN0001865
CUST000002,TXN0001866
CUST000011,TXN0001867
CUST000001,TXN0001868
CUST000000,TXN0001869
CUST000000,TXN0001870
CUST000001,TXN0001871
CUST000001,TXN0001872
CUST000000,TXN0001873
CUST000000,TXN0001874
CUST000000,TXN0001875
CUST000000,TXN0001876
CUST000000,TXN0001877
CUST000000,TXN0001878
CUST000000,TXN0001879
CUST000001,TXN0001880
CUST000000,TXN0001881
CUST000001,TXN0001882
CUST000006,TXN0001883
CUST000003,TXN0001884
CUST000004,TXN0001885
CUST000000,TXN0001886
CUST000002,TXN0001887
CUST000000,TXN0001888
CUST000161,TXN0001889
CUST000001,TXN0001890
CUST000002,TXN0001891
CUST000000,TXN0001892
CUST000000,TXN0001893
CUST000000,TXN0001894
CUST000001,TXN0001895
CUST000000,TXN0001896
CUST000000,TXN0001897
CUST000001,TXN0001898
CUST000000,TXN0001899
CUST000006,TXN0001900
CUST000006,TXN0001901
CUST000025,TXN0001902
CUST000000,TXN0001903
CUST000000,TXN0001904
CUST000001,TXN0001905
CUST000000,TXN0001906
CUST000001,TXN0001907
CUST000000,TXN0001908
CUST000000,TXN0001909
CUST000000,TXN0001910
CUST000003,TXN0001911
CUST000005,TXN0001912
CUST000000,TXN0001913
CUST000002,TXN0001914
CUST000001,TXN0001915
CUST000000,TXN0001916
CUST000011,TXN0001917
CUST000000,TXN0001918
CUST000000,TXN0001919
CUST000002,TXN0001920
CUST000007,TXN0001921
CUST000001,TXN0001922
CUST000001,TXN0001923
CUST000024,TXN0001924
CUST000001,TXN0001925
CUST000002,TXN0001926
CUST000002,TXN0001927
CUST000008,TXN0001928
CUST000005,TXN0001929
CUST000000,TXN0001930
CUST000000,TXN0001931
CUST000000,TXN0001932
CUST000000,TXN0001933
CUST000008,TXN0001934
CUST000001,TXN0001935
CUST000001,TXN0001936
CUST000003,TXN0001937
CUST000003,TXN0001938
CUST000000,TXN0001939
CUST000000,TXN0001940
CUST000002,TXN0001941
CUST000034,TXN0001942
CUST000003,TXN0001943
CUST000000,TXN0001944
CUST000000,TXN0001945
CUST000000,TXN0001946
CUST000000,TXN0001947
CUST000122,TXN0001948
CUST000000,TXN0001949
CUST000000,TXN0001950
CUST000003,TXN0001951
CUST000007,TXN0001952
CUST000000,TXN0001953
CUST000000,TXN0001954
CUST000000,TXN0001955
CUST000000,TXN0001956
CUST000000,TXN0001957
CUST000000,TXN0001958
CUST000000,TXN0001959
CUST000000,TXN0001960
CUST000001,TXN0001961
CUST000001,TXN0001962
CUST000037,TXN0001963
CUST000000,TXN0001964
CUST000000,TXN0001965
CUST000000,TXN0001966
CUST000499,TXN0001967
CUST000002,TXN0001968
CUST000000,TXN0001969
CUST000001,TXN0001970
CUST000001,TXN0001971
CUST000024,TXN0001972
CUST000000,TXN0001973
CUST000000,TXN0001974
CUST000000,TXN0001975
CUST000322,TXN0001976
CUST000002,TXN0001977
CUST000000,TXN0001978
CUST000064,TXN0001979
CUST000000,TXN0001980
CUST000000,TXN0001981
CUST000002,TXN0001982
CUST000001,TXN0001983
CUST000001,TXN0001984
CUST000423,TXN0001985
CUST000007,TXN0001986
CUST000001,TXN0001987
CUST000000,TXN0001988
CUST000000,TXN0001989
CUST000004,TXN0001990
CUST000004,TXN0001991
CUST000017,TXN0001992
CUST000001,TXN0001993
CUST000043,TXN0001994
CUST000037,TXN0001995
CUST000000,TXN0001996
CUST000001,TXN0001997
CUST000000,TXN0001998
CUST000036,TXN0001999
