PaymentTransaction,ComplianceRule
TXN0000798,RULE0003
TXN0000799,RULE0012
TXN0000800,RULE0014
TXN0000800,RULE0000
TXN0000801,RULE0017
TXN0000801,RULE0010
TXN0000802,RULE0012
TXN0000803,RULE0008
TXN0000804,RULE0018
TXN0000805,RULE0008
TXN0000806,RULE0003
TXN0000807,RULE0002
TXN0000808,RULE0004
TXN0000809,RULE0018
TXN0000809,RULE0015
TXN0000810,RULE0006
TXN0000811,RULE0018
TXN0000812,RULE0000
TXN0000813,RULE0016
TXN0000814,RULE0016
TXN0000814,RULE0017
TXN0000815,RULE0019
TXN0000815,RULE0013
TXN0000816,RULE0019
TXN0000817,RULE0006
TXN0000818,RULE0018
TXN0000818,RULE0007
TXN0000818,RULE0011
TXN0000819,RULE0010
TXN0000820,RULE0009
TXN0000821,RULE0002
TXN0000821,RULE0003
TXN0000822,RULE0015
TXN0000823,RULE0006
TXN0000824,RULE0011
TXN0000825,RULE0002
TXN0000826,RULE0013
TXN0000826,RULE0009
TXN0000827,RULE0005
TXN0000827,RULE0012
TXN0000828,RULE0010
TXN0000829,RULE0009
TXN0000829,RULE0013
TXN0000830,RULE0000
TXN0000830,RULE0005
TXN0000830,RULE0003
TXN0000831,RULE0010
TXN0000831,RULE0008
TXN0000832,RULE0019
TXN0000832,RULE0005
TXN0000833,RULE0007
TXN0000834,RULE0000
TXN0000835,RULE0002
TXN0000836,RULE0007
TXN0000836,RULE0009
TXN0000837,RULE0012
TXN0000838,RULE0001
TXN0000839,RULE0019
TXN0000839,RULE0010
TXN0000840,RULE0008
TXN0000840,RULE0015
TXN0000841,RULE0001
TXN0000842,RULE0007
TXN0000843,RULE0016
TXN0000843,RULE0002
TXN0000844,RULE0018
TXN0000845,RULE0011
TXN0000845,RULE0003
TXN0000845,RULE0012
TXN0000846,RULE0004
TXN0000847,RULE0002
TXN0000848,RULE0000
TXN0000848,RULE0005
TXN0000849,RULE0003
TXN0000850,RULE0012
TXN0000851,RULE0016
TXN0000852,RULE0019
TXN0000853,RULE0008
TXN0000854,RULE0002
TXN0000855,RULE0010
TXN0000856,RULE0006
TXN0000857,RULE0006
TXN0000858,RULE0011
TXN0000859,RULE0000
TXN0000859,RULE0004
TXN0000860,RULE0019
TXN0000861,RULE0002
TXN0000861,RULE0010
TXN0000862,RULE0010
TXN0000862,RULE0017
TXN0000863,RULE0019
TXN0000864,RULE0011
TXN0000865,RULE0017
TXN0000865,RULE0005
TXN0000866,RULE0010
TXN0000867,RULE0009
TXN0000868,RULE0005
TXN0000869,RULE0018
TXN0000870,RULE0003
TXN0000870,RULE0009
TXN0000871,RULE0018
TXN0000872,RULE0008
TXN0000872,RULE0016
TXN0000873,RULE0003
TXN0000874,RULE0002
TXN0000875,RULE0016
TXN0000876,RULE0012
TXN0000876,RULE0018
TXN0000876,RULE0006
TXN0000877,RULE0009
TXN0000878,RULE0013
TXN0000878,RULE0010
TXN0000879,RULE0003
TXN0000880,RULE0000
TXN0000880,RULE0003
TXN0000881,RULE0001
TXN0000882,RULE0019
TXN0000883,RULE0009
TXN0000883,RULE0019
TXN0000884,RULE0016
TXN0000885,RULE0016
TXN0000886,RULE0011
TXN0000887,RULE0017
TXN0000888,RULE0017
TXN0000889,RULE0005
TXN0000890,RULE0019
TXN0000890,RULE0003
TXN0000891,RULE0012
TXN0000892,RULE0010
TXN0000893,RULE0003
TXN0000893,RULE0013
TXN0000894,RULE0008
TXN0000895,RULE0018
TXN0000896,RULE0010
TXN0000897,RULE0004
TXN0000898,RULE0017
TXN0000898,RULE0000
TXN0000899,RULE0003
TXN0000899,RULE0006
TXN0000900,RULE0010
TXN0000901,RULE0006
TXN0000901,RULE0003
TXN0000902,RULE0017
TXN0000903,RULE0007
TXN0000903,RULE0009
TXN0000904,RULE0008
TXN0000905,RULE0000
TXN0000905,RULE0004
TXN0000906,RULE0008
TXN0000907,RULE0012
TXN0000908,RULE0002
TXN0000909,RULE0005
TXN0000910,RULE0004
TXN0000911,RULE0008
TXN0000912,RULE0017
TXN0000913,RULE0001
TXN0000914,RULE0015
TXN0000914,RULE0012
TXN0000915,RULE0004
TXN0000916,RULE0006
TXN0000917,RULE0018
TXN0000918,RULE0015
TXN0000918,RULE0013
TXN0000919,RULE0015
TXN0000919,RULE0009
TXN0000920,RULE0017
TXN0000921,RULE0015
TXN0000921,RULE0019
TXN0000922,RULE0002
TXN0000922,RULE0001
TXN0000923,RULE0010
TXN0000924,RULE0009
TXN0000925,RULE0001
TXN0000925,RULE0000
TXN0000926,RULE0006
TXN0000927,RULE0011
TXN0000928,RULE0000
TXN0000928,RULE0015
TXN0000929,RULE0004
TXN0000929,RULE0009
TXN0000929,RULE0014
TXN0000930,RULE0004
TXN0000930,RULE0011
TXN0000931,RULE0013
TXN0000932,RULE0002
TXN0000933,RULE0017
TXN0000934,RULE0006
TXN0000935,RULE0015
TXN0000936,RULE0013
TXN0000936,RULE0007
TXN0000936,RULE0017
TXN0000937,RULE0005
TXN0000938,RULE0003
TXN0000939,RULE0005
TXN0000939,RULE0016
TXN0000940,RULE0012
TXN0000941,RULE0005
TXN0000942,RULE0014
TXN0000942,RULE0017
TXN0000943,RULE0016
TXN0000944,RULE0001
TXN0000945,RULE0007
TXN0000946,RULE0014
TXN0000947,RULE0007
TXN0000947,RULE0002
TXN0000948,RULE0019
TXN0000949,RULE0007
TXN0000950,RULE0002
TXN0000951,RULE0018
TXN0000951,RULE0019
TXN0000952,RULE0002
TXN0000953,RULE0010
TXN0000954,RULE0014
TXN0000955,RULE0011
TXN0000955,RULE0000
TXN0000956,RULE0000
TXN0000956,RULE0015
TXN0000957,RULE0000
TXN0000958,RULE0017
TXN0000958,RULE0009
TXN0000959,RULE0018
TXN0000960,RULE0012
TXN0000961,RULE0011
TXN0000962,RULE0016
TXN0000963,RULE0013
TXN0000964,RULE0002
TXN0000965,RULE0000
TXN0000966,RULE0018
TXN0000966,RULE0011
TXN0000967,RULE0008
TXN0000968,RULE0011
TXN0000969,RULE0005
TXN0000970,RULE0011
TXN0000971,RULE0010
TXN0000972,RULE0006
TXN0000973,RULE0010
TXN0000973,RULE0002
TXN0000974,RULE0003
TXN0000975,RULE0006
TXN0000976,RULE0011
TXN0000977,RULE0003
TXN0000978,RULE0013
TXN0000979,RULE0010
TXN0000980,RULE0007
TXN0000981,RULE0013
TXN0000981,RULE0007
TXN0000981,RULE0012
TXN0000982,RULE0019
TXN0000982,RULE0000
TXN0000983,RULE0010
TXN0000983,RULE0000
TXN0000984,RULE0015
TXN0000985,RULE0004
TXN0000986,RULE0008
TXN0000987,RULE0015
TXN0000988,RULE0014
TXN0000988,RULE0001
TXN0000989,RULE0006
TXN0000989,RULE0005
TXN0000989,RULE0019
TXN0000990,RULE0017
TXN0000991,RULE0016
TXN0000992,RULE0002
TXN0000993,RULE0016
TXN0000993,RULE0018
TXN0000994,RULE0011
TXN0000994,RULE0009
TXN0000995,RULE0010
TXN0000996,RULE0003
TXN0000996,RULE0002
TXN0000997,RULE0014
TXN0000997,RULE0010
TXN0000998,RULE0013
TXN0000998,RULE0007
TXN0000999,RULE0015
TXN0000999,RULE0006
TXN0001000,RULE0009
TXN0001001,RULE0006
TXN0001002,RULE0003
TXN0001003,RULE0017
TXN0001003,RULE0016
TXN0001004,RULE0007
TXN0001005,RULE0013
TXN0001006,RULE0010
TXN0001006,RULE0018
TXN0001007,RULE0000
TXN0001007,RULE0019
TXN0001008,RULE0017
TXN0001009,RULE0000
TXN0001010,RULE0013
TXN0001011,RULE0011
TXN0001012,RULE0001
TXN0001012,RULE0019
TXN0001013,RULE0016
TXN0001014,RULE0002
TXN0001015,RULE0000
TXN0001015,RULE0017
TXN0001016,RULE0001
TXN0001017,RULE0008
TXN0001018,RULE0002
TXN0001018,RULE0013
TXN0001018,RULE0017
TXN0001019,RULE0014
TXN0001020,RULE0006
TXN0001021,RULE0002
TXN0001022,RULE0019
TXN0001023,RULE0000
TXN0001024,RULE0004
TXN0001025,RULE0008
TXN0001025,RULE0006
TXN0001025,RULE0009
TXN0001026,RULE0008
TXN0001027,RULE0006
TXN0001028,RULE0004
TXN0001029,RULE0013
TXN0001030,RULE0001
TXN0001031,RULE0009
TXN0001031,RULE0012
TXN0001032,RULE0000
TXN0001033,RULE0003
TXN0001034,RULE0007
TXN0001035,RULE0010
TXN0001036,RULE0014
TXN0001036,RULE0018
TXN0001036,RULE0009
TXN0001037,RULE0015
TXN0001038,RULE0004
TXN0001038,RULE0019
TXN0001039,RULE0019
TXN0001040,RULE0013
TXN0001040,RULE0014
TXN0001040,RULE0004
TXN0001041,RULE0015
TXN0001042,RULE0002
TXN0001043,RULE0019
TXN0001043,RULE0017
TXN0001044,RULE0017
TXN0001044,RULE0015
TXN0001045,RULE0014
TXN0001045,RULE0015
TXN0001046,RULE0014
TXN0001047,RULE0002
TXN0001047,RULE0006
TXN0001048,RULE0014
TXN0001049,RULE0004
TXN0001050,RULE0019
TXN0001050,RULE0017
TXN0001051,RULE0018
TXN0001052,RULE0014
TXN0001053,RULE0005
TXN0001054,RULE0016
TXN0001055,RULE0001
TXN0001056,RULE0003
TXN0001057,RULE0010
TXN0001058,RULE0016
TXN0001059,RULE0016
TXN0001060,RULE0002
TXN0001060,RULE0014
TXN0001061,RULE0007
TXN0001061,RULE0008
TXN0001062,RULE0017
TXN0001063,RULE0000
TXN0001063,RULE0015
TXN0001064,RULE0018
TXN0001064,RULE0012
TXN0001064,RULE0009
TXN0001065,RULE0001
TXN0001065,RULE0007
TXN0001066,RULE0003
TXN0001067,RULE0015
TXN0001068,RULE0016
TXN0001068,RULE0010
TXN0001069,RULE0018
TXN0001070,RULE0017
TXN0001071,RULE0007
TXN0001072,RULE0004
TXN0001073,RULE0008
TXN0001074,RULE0019
TXN0001074,RULE0006
TXN0001075,RULE0018
TXN0001075,RULE0005
TXN0001076,RULE0018
TXN0001077,RULE0000
TXN0001078,RULE0007
TXN0001078,RULE0016
TXN0001079,RULE0013
TXN0001080,RULE0000
TXN0001080,RULE0004
TXN0001081,RULE0014
TXN0001081,RULE0002
TXN0001081,RULE0011
TXN0001082,RULE0017
TXN0001083,RULE0005
TXN0001084,RULE0011
TXN0001085,RULE0011
TXN0001086,RULE0007
TXN0001086,RULE0010
TXN0001087,RULE0001
TXN0001088,RULE0016
TXN0001089,RULE0013
TXN0001089,RULE0014
TXN0001090,RULE0016
TXN0001091,RULE0017
TXN0001091,RULE0018
TXN0001092,RULE0005
TXN0001092,RULE0004
TXN0001093,RULE0003
TXN0001093,RULE0001
TXN0001093,RULE0018
TXN0001094,RULE0004
TXN0001095,RULE0000
TXN0001096,RULE0000
TXN0001096,RULE0009
TXN0001097,RULE0002
TXN0001098,RULE0005
TXN0001098,RULE0009
TXN0001098,RULE0012
TXN0001099,RULE0014
TXN0001100,RULE0015
TXN0001101,RULE0000
TXN0001102,RULE0008
TXN0001102,RULE0003
TXN0001103,RULE0000
TXN0001103,RULE0009
TXN0001104,RULE0013
TXN0001105,RULE0016
TXN0001106,RULE0008
TXN0001107,RULE0013
TXN0001108,RULE0009
TXN0001109,RULE0015
TXN0001110,RULE0008
TXN0001111,RULE0013
TXN0001112,RULE0003
TXN0001113,RULE0003
TXN0001113,RULE0016
TXN0001114,RULE0000
TXN0001115,RULE0005
TXN0001116,RULE0001
TXN0001117,RULE0009
TXN0001118,RULE0000
TXN0001119,RULE0004
TXN0001120,RULE0012
TXN0001121,RULE0016
TXN0001122,RULE0019
TXN0001123,RULE0008
TXN0001123,RULE0001
TXN0001124,RULE0001
TXN0001124,RULE0008
TXN0001125,RULE0007
TXN0001125,RULE0016
TXN0001126,RULE0014
TXN0001126,RULE0019
TXN0001126,RULE0016
TXN0001127,RULE0018
TXN0001127,RULE0004
TXN0001128,RULE0018
TXN0001129,RULE0014
TXN0001130,RULE0016
TXN0001131,RULE0006
TXN0001132,RULE0016
TXN0001133,RULE0009
TXN0001134,RULE0007
TXN0001135,RULE0008
TXN0001136,RULE0012
TXN0001136,RULE0011
TXN0001137,RULE0003
TXN0001138,RULE0011
TXN0001139,RULE0015
TXN0001140,RULE0007
TXN0001141,RULE0014
TXN0001142,RULE0004
TXN0001143,RULE0012
TXN0001144,RULE0015
TXN0001144,RULE0009
TXN0001145,RULE0010
TXN0001146,RULE0004
TXN0001147,RULE0004
TXN0001148,RULE0002
TXN0001149,RULE0008
TXN0001149,RULE0003
TXN0001150,RULE0003
TXN0001151,RULE0000
TXN0001152,RULE0000
TXN0001153,RULE0015
TXN0001154,RULE0012
TXN0001155,RULE0006
TXN0001156,RULE0001
TXN0001157,RULE0004
TXN0001158,RULE0009
TXN0001159,RULE0013
TXN0001160,RULE0014
TXN0001160,RULE0007
TXN0001161,RULE0011
TXN0001161,RULE0006
TXN0001162,RULE0004
TXN0001163,RULE0013
TXN0001164,RULE0013
TXN0001165,RULE0010
TXN0001166,RULE0019
TXN0001167,RULE0019
TXN0001168,RULE0004
TXN0001169,RULE0002
TXN0001170,RULE0010
TXN0001171,RULE0014
TXN0001172,RULE0010
TXN0001172,RULE0017
TXN0001173,RULE0012
TXN0001173,RULE0016
TXN0001173,RULE0004
TXN0001174,RULE0019
TXN0001174,RULE0011
TXN0001175,RULE0003
TXN0001176,RULE0019
TXN0001177,RULE0009
TXN0001178,RULE0005
TXN0001178,RULE0006
TXN0001178,RULE0004
TXN0001179,RULE0017
TXN0001180,RULE0007
TXN0001181,RULE0016
TXN0001181,RULE0001
TXN0001182,RULE0010
TXN0001183,RULE0005
TXN0001183,RULE0016
TXN0001184,RULE0010
TXN0001185,RULE0015
TXN0001186,RULE0015
TXN0001187,RULE0016
TXN0001187,RULE0002
TXN0001188,RULE0014
TXN0001189,RULE0011
TXN0001189,RULE0008
TXN0001190,RULE0009
TXN0001190,RULE0004
TXN0001191,RULE0008
TXN0001192,RULE0015
TXN0001192,RULE0019
TXN0001193,RULE0008
TXN0001194,RULE0008
TXN0001195,RULE0008
TXN0001196,RULE0007
TXN0001196,RULE0001
TXN0001197,RULE0009
TXN0001198,RULE0001
TXN0001198,RULE0013
TXN0001199,RULE0018
TXN0001200,RULE0016
TXN0001201,RULE0012
TXN0001201,RULE0009
TXN0001202,RULE0004
TXN0001203,RULE0014
TXN0001203,RULE0011
TXN0001203,RULE0018
TXN0001204,RULE0015
TXN0001204,RULE0014
TXN0001205,RULE0017
TXN0001206,RULE0009
TXN0001207,RULE0012
TXN0001208,RULE0003
TXN0001209,RULE0000
TXN0001210,RULE0008
TXN0001210,RULE0000
TXN0001211,RULE0011
TXN0001212,RULE0011
TXN0001213,RULE0019
TXN0001213,RULE0013
TXN0001214,RULE0013
TXN0001215,RULE0019
TXN0001216,RULE0007
TXN0001216,RULE0004
TXN0001217,RULE0008
TXN0001217,RULE0014
TXN0001218,RULE0018
TXN0001219,RULE0004
TXN0001220,RULE0003
TXN0001221,RULE0009
TXN0001221,RULE0006
TXN0001222,RULE0012
TXN0001223,RULE0006
TXN0001223,RULE0004
TXN0001224,RULE0007
TXN0001225,RULE0018
TXN0001225,RULE0009
TXN0001226,RULE0019
TXN0001227,RULE0016
TXN0001228,RULE0008
TXN0001229,RULE0014
TXN0001229,RULE0017
TXN0001230,RULE0004
TXN0001231,RULE0007
TXN0001232,RULE0015
TXN0001233,RULE0008
TXN0001234,RULE0008
TXN0001235,RULE0009
TXN0001236,RULE0011
TXN0001237,RULE0011
TXN0001237,RULE0014
TXN0001238,RULE0003
TXN0001238,RULE0005
TXN0001239,RULE0006
TXN0001240,RULE0015
TXN0001240,RULE0009
TXN0001241,RULE0004
TXN0001242,RULE0003
TXN0001243,RULE0004
TXN0001244,RULE0008
TXN0001244,RULE0000
TXN0001245,RULE0019
TXN0001246,RULE0012
TXN0001246,RULE0004
TXN0001246,RULE0015
TXN0001247,RULE0014
TXN0001248,RULE0008
TXN0001249,RULE0008
TXN0001249,RULE0001
TXN0001250,RULE0012
TXN0001251,RULE0011
TXN0001252,RULE0005
TXN0001253,RULE0007
TXN0001254,RULE0003
TXN0001255,RULE0011
TXN0001255,RULE0000
TXN0001255,RULE0004
TXN0001256,RULE0004
TXN0001256,RULE0017
TXN0001257,RULE0005
TXN0001257,RULE0001
TXN0001258,RULE0009
TXN0001259,RULE0010
TXN0001260,RULE0005
TXN0001261,RULE0016
TXN0001261,RULE0004
TXN0001262,RULE0013
TXN0001263,RULE0008
TXN0001264,RULE0019
TXN0001265,RULE0008
TXN0001266,RULE0007
TXN0001267,RULE0014
TXN0001267,RULE0006
TXN0001268,RULE0004
TXN0001268,RULE0014
TXN0001269,RULE0006
TXN0001270,RULE0018
TXN0001271,RULE0011
TXN0001272,RULE0000
TXN0001273,RULE0000
TXN0001274,RULE0005
TXN0001275,RULE0006
TXN0001276,RULE0008
TXN0001276,RULE0016
TXN0001277,RULE0018
TXN0001278,RULE0012
TXN0001279,RULE0010
TXN0001279,RULE0006
TXN0001279,RULE0015
TXN0001280,RULE0011
TXN0001281,RULE0003
TXN0001282,RULE0011
TXN0001282,RULE0005
TXN0001282,RULE0000
TXN0001283,RULE0017
TXN0001284,RULE0017
TXN0001285,RULE0000
TXN0001286,RULE0018
TXN0001287,RULE0001
TXN0001287,RULE0015
TXN0001287,RULE0006
TXN0001288,RULE0014
TXN0001288,RULE0019
TXN0001289,RULE0007
TXN0001289,RULE0003
TXN0001290,RULE0019
TXN0001290,RULE0015
TXN0001290,RULE0006
TXN0001291,RULE0008
TXN0001291,RULE0002
TXN0001292,RULE0016
TXN0001292,RULE0010
TXN0001293,RULE0005
TXN0001294,RULE0014
TXN0001295,RULE0011
TXN0001296,RULE0000
TXN0001297,RULE0013
TXN0001298,RULE0000
TXN0001299,RULE0001
TXN0001300,RULE0005
TXN0001301,RULE0015
TXN0001302,RULE0005
TXN0001303,RULE0003
TXN0001303,RULE0016
TXN0001304,RULE0008
TXN0001305,RULE0007
TXN0001306,RULE0010
TXN0001307,RULE0001
TXN0001308,RULE0006
TXN0001309,RULE0010
TXN0001310,RULE0019
TXN0001310,RULE0016
TXN0001311,RULE0011
TXN0001311,RULE0003
TXN0001312,RULE0014
TXN0001313,RULE0000
TXN0001313,RULE0006
TXN0001314,RULE0000
TXN0001315,RULE0017
TXN0001315,RULE0016
TXN0001316,RULE0013
TXN0001317,RULE0019
TXN0001317,RULE0009
TXN0001318,RULE0014
TXN0001318,RULE0010
TXN0001319,RULE0008
TXN0001320,RULE0007
TXN0001321,RULE0001
TXN0001321,RULE0014
TXN0001322,RULE0017
TXN0001323,RULE0011
TXN0001324,RULE0015
TXN0001325,RULE0017
TXN0001326,RULE0000
TXN0001327,RULE0018
TXN0001328,RULE0009
TXN0001328,RULE0010
TXN0001329,RULE0019
TXN0001330,RULE0014
TXN0001330,RULE0005
TXN0001331,RULE0012
TXN0001331,RULE0013
TXN0001332,RULE0012
TXN0001333,RULE0005
TXN0001334,RULE0010
TXN0001335,RULE0003
TXN0001336,RULE0004
TXN0001337,RULE0007
TXN0001338,RULE0008
TXN0001339,RULE0010
TXN0001339,RULE0001
TXN0001340,RULE0008
TXN0001341,RULE0004
TXN0001341,RULE0003
TXN0001342,RULE0012
TXN0001343,RULE0006
TXN0001344,RULE0019
TXN0001344,RULE0006
TXN0001345,RULE0009
TXN0001345,RULE0003
TXN0001346,RULE0012
TXN0001347,RULE0001
TXN0001348,RULE0017
TXN0001349,RULE0013
TXN0001350,RULE0011
TXN0001351,RULE0014
TXN0001352,RULE0002
TXN0001353,RULE0002
TXN0001353,RULE0001
TXN0001353,RULE0012
TXN0001354,RULE0013
TXN0001355,RULE0004
TXN0001356,RULE0009
TXN0001356,RULE0002
TXN0001356,RULE0016
TXN0001357,RULE0007
TXN0001358,RULE0014
TXN0001359,RULE0010
TXN0001360,RULE0015
TXN0001361,RULE0005
TXN0001362,RULE0006
TXN0001363,RULE0003
TXN0001363,RULE0013
TXN0001364,RULE0011
TXN0001364,RULE0016
TXN0001365,RULE0008
TXN0001365,RULE0007
TXN0001365,RULE0014
TXN0001366,RULE0008
TXN0001367,RULE0009
TXN0001368,RULE0018
TXN0001369,RULE0011
TXN0001370,RULE0016
TXN0001371,RULE0011
TXN0001371,RULE0012
TXN0001372,RULE0005
TXN0001372,RULE0013
TXN0001373,RULE0018
TXN0001373,RULE0004
TXN0001374,RULE0007
TXN0001374,RULE0005
TXN0001375,RULE0006
TXN0001376,RULE0015
TXN0001376,RULE0003
TXN0001376,RULE0004
TXN0001377,RULE0015
TXN0001378,RULE0002
TXN0001378,RULE0004
TXN0001378,RULE0007
TXN0001379,RULE0017
TXN0001380,RULE0014
TXN0001380,RULE0016
TXN0001381,RULE0011
TXN0001381,RULE0018
TXN0001382,RULE0007
TXN0001383,RULE0009
TXN0001384,RULE0012
TXN0001385,RULE0000
TXN0001386,RULE0000
TXN0001387,RULE0010
TXN0001387,RULE0015
TXN0001388,RULE0006
TXN0001388,RULE0013
TXN0001389,RULE0001
TXN0001390,RULE0006
TXN0001391,RULE0008
TXN0001392,RULE0007
TXN0001393,RULE0012
TXN0001393,RULE0010
TXN0001394,RULE0004
TXN0001395,RULE0010
TXN0001396,RULE0017
TXN0001397,RULE0019
TXN0001398,RULE0014
TXN0001398,RULE0019
TXN0001398,RULE0000
TXN0001399,RULE0001
TXN0001399,RULE0013
TXN0001400,RULE0015
TXN0001401,RULE0012
TXN0001402,RULE0008
TXN0001403,RULE0007
TXN0001403,RULE0014
TXN0001404,RULE0001
TXN0001405,RULE0018
TXN0001405,RULE0002
TXN0001406,RULE0015
TXN0001406,RULE0009
TXN0001407,RULE0009
TXN0001407,RULE0006
TXN0001408,RULE0014
TXN0001409,RULE0012
TXN0001410,RULE0014
TXN0001411,RULE0002
TXN0001412,RULE0015
TXN0001412,RULE0019
TXN0001413,RULE0000
TXN0001413,RULE0010
TXN0001414,RULE0011
TXN0001415,RULE0013
TXN0001415,RULE0019
TXN0001416,RULE0004
TXN0001417,RULE0017
TXN0001418,RULE0009
TXN0001418,RULE0002
TXN0001419,RULE0015
TXN0001420,RULE0007
TXN0001421,RULE0008
TXN0001422,RULE0019
TXN0001423,RULE0015
TXN0001424,RULE0006
TXN0001425,RULE0018
TXN0001425,RULE0005
TXN0001426,RULE0005
TXN0001427,RULE0007
TXN0001428,RULE0018
TXN0001429,RULE0016
TXN0001429,RULE0005
TXN0001430,RULE0018
TXN0001431,RULE0000
TXN0001431,RULE0014
TXN0001432,RULE0003
TXN0001433,RULE0004
TXN0001434,RULE0000
TXN0001435,RULE0008
TXN0001436,RULE0008
TXN0001436,RULE0011
TXN0001437,RULE0015
TXN0001438,RULE0008
TXN0001439,RULE0014
TXN0001440,RULE0012
TXN0001441,RULE0009
TXN0001442,RULE0017
TXN0001443,RULE0007
TXN0001444,RULE0003
TXN0001445,RULE0009
TXN0001446,RULE0012
TXN0001447,RULE0014
TXN0001448,RULE0012
TXN0001448,RULE0011
TXN0001449,RULE0013
TXN0001449,RULE0012
TXN0001450,RULE0008
TXN0001451,RULE0012
TXN0001452,RULE0011
TXN0001453,RULE0016
TXN0001454,RULE0010
TXN0001455,RULE0004
TXN0001455,RULE0018
TXN0001456,RULE0010
TXN0001457,RULE0005
TXN0001457,RULE0002
TXN0001458,RULE0001
TXN0001459,RULE0019
TXN0001460,RULE0015
TXN0001461,RULE0018
TXN0001462,RULE0015
TXN0001463,RULE0014
TXN0001463,RULE0011
TXN0001463,RULE0009
TXN0001464,RULE0004
TXN0001464,RULE0005
TXN0001465,RULE0002
TXN0001466,RULE0017
TXN0001467,RULE0001
TXN0001468,RULE0019
TXN0001469,RULE0017
TXN0001470,RULE0007
TXN0001471,RULE0013
TXN0001472,RULE0008
TXN0001472,RULE0001
TXN0001473,RULE0015
TXN0001474,RULE0013
TXN0001475,RULE0013
TXN0001475,RULE0006
TXN0001476,RULE0007
TXN0001477,RULE0002
TXN0001478,RULE0001
TXN0001479,RULE0017
TXN0001480,RULE0018
TXN0001481,RULE0007
TXN0001481,RULE0019
TXN0001482,RULE0002
TXN0001482,RULE0003
TXN0001483,RULE0016
TXN0001483,RULE0008
TXN0001484,RULE0012
TXN0001485,RULE0016
TXN0001486,RULE0010
TXN0001487,RULE0010
TXN0001488,RULE0009
TXN0001489,RULE0018
TXN0001490,RULE0010
TXN0001491,RULE0006
TXN0001492,RULE0014
TXN0001493,RULE0011
TXN0001493,RULE0014
TXN0001494,RULE0016
TXN0001494,RULE0006
TXN0001495,RULE0014
TXN0001496,RULE0017
TXN0001496,RULE0006
TXN0001496,RULE0016
TXN0001497,RULE0002
TXN0001498,RULE0010
TXN0001499,RULE0012
TXN0001500,RULE0019
TXN0001500,RULE0013
TXN0001500,RULE0007
TXN0001501,RULE0006
TXN0001502,RULE0017
TXN0001502,RULE0018
TXN0001503,RULE0017
TXN0001504,RULE0008
TXN0001505,RULE0017
TXN0001506,RULE0010
TXN0001506,RULE0012
TXN0001507,RULE0003
TXN0001507,RULE0018
TXN0001508,RULE0013
TXN0001508,RULE0004
TXN0001508,RULE0008
TXN0001509,RULE0019
TXN0001509,RULE0009
TXN0001510,RULE0013
TXN0001511,RULE0005
TXN0001511,RULE0018
TXN0001512,RULE0017
TXN0001513,RULE0013
TXN0001514,RULE0011
TXN0001515,RULE0015
TXN0001515,RULE0018
TXN0001516,RULE0013
TXN0001517,RULE0019
TXN0001518,RULE0001
TXN0001518,RULE0002
TXN0001519,RULE0000
TXN0001519,RULE0004
TXN0001520,RULE0015
TXN0001521,RULE0019
TXN0001521,RULE0001
TXN0001522,RULE0019
TXN0001523,RULE0004
TXN0001524,RULE0006
TXN0001524,RULE0017
TXN0001525,RULE0014
TXN0001525,RULE0005
TXN0001525,RULE0003
TXN0001526,RULE0003
TXN0001526,RULE0011
TXN0001527,RULE0018
TXN0001528,RULE0008
TXN0001529,RULE0012
TXN0001529,RULE0005
TXN0001530,RULE0008
TXN0001530,RULE0013
TXN0001531,RULE0004
TXN0001532,RULE0012
TXN0001533,RULE0013
TXN0001534,RULE0007
TXN0001535,RULE0011
TXN0001536,RULE0004
TXN0001537,RULE0004
TXN0001538,RULE0010
TXN0001539,RULE0017
TXN0001540,RULE0008
TXN0001541,RULE0001
TXN0001542,RULE0010
TXN0001543,RULE0019
TXN0001544,RULE0009
TXN0001544,RULE0002
TXN0001545,RULE0005
TXN0001546,RULE0009
TXN0001547,RULE0006
TXN0001548,RULE0011
TXN0001548,RULE0001
TXN0001549,RULE0011
TXN0001550,RULE0019
TXN0001551,RULE0007
TXN0001552,RULE0016
TXN0001552,RULE0001
TXN0001553,RULE0018
TXN0001553,RULE0014
TXN0001554,RULE0008
TXN0001555,RULE0009
TXN0001556,RULE0006
TXN0001556,RULE0002
TXN0001557,RULE0019
TXN0001558,RULE0015
TXN0001559,RULE0017
TXN0001560,RULE0010
TXN0001561,RULE0007
TXN0001561,RULE0004
TXN0001562,RULE0015
TXN0001562,RULE0019
TXN0001563,RULE0007
TXN0001564,RULE0011
TXN0001565,RULE0014
TXN0001566,RULE0014
TXN0001567,RULE0011
TXN0001568,RULE0007
TXN0001569,RULE0009
TXN0001570,RULE0003
TXN0001571,RULE0003
TXN0001572,RULE0012
TXN0001573,RULE0003
TXN0001574,RULE0007
TXN0001575,RULE0018
TXN0001576,RULE0004
TXN0001576,RULE0008
TXN0001577,RULE0001
TXN0001578,RULE0002
TXN0001578,RULE0011
TXN0001579,RULE0003
TXN0001580,RULE0008
TXN0001581,RULE0007
TXN0001581,RULE0019
TXN0001582,RULE0013
TXN0001583,RULE0019
TXN0001584,RULE0017
TXN0001584,RULE0010
TXN0001585,RULE0009
TXN0001586,RULE0015
TXN0001586,RULE0006
TXN0001587,RULE0018
TXN0001588,RULE0004
TXN0001589,RULE0019
TXN0001590,RULE0007
TXN0001590,RULE0014
