assessment_id,score,assessed_at,risk_level
RA000592,35,2025-05-12 22:16:54,Medium
RA000593,53,2025-02-22 23:30:58,Medium
RA000594,39,2025-01-17 08:10:07,Medium
RA000595,44,2025-07-02 23:45:34,Medium
RA000596,83,2025-09-06 00:29:00,High
RA000597,76,2025-09-28 16:26:26,High
RA000598,24,2025-09-15 08:10:10,Low
RA000599,66,2025-06-02 12:46:49,Medium
RA000600,66,2025-09-07 10:41:13,Medium
RA000601,27,2025-01-11 17:31:39,Low
RA000602,66,2025-05-28 13:06:35,Medium
RA000603,80,2025-12-02 21:27:34,High
RA000604,27,2025-06-06 11:54:02,Low
RA000605,31,2025-08-17 06:33:38,Medium
RA000606,70,2025-08-22 15:00:34,High
RA000607,55,2025-08-14 21:04:08,Medium
RA000608,61,2025-03-25 09:16:11,Medium
RA000609,56,2025-01-25 15:52:40,Medium
RA000610,57,2025-02-28 14:57:06,Medium
RA000611,23,2025-05-26 14:49:16,Low
RA000612,70,2025-07-13 17:20:58,High
RA000613,73,2025-10-02 11:21:54,High
RA000614,45,2025-08-22 07:52:05,Medium
RA000615,49,2024-12-22 14:13:30,Medium
RA000616,19,2025-01-21 20:02:20,Low
RA000617,60,2025-06-27 00:20:40,Medium
RA000618,61,2025-02-16 15:04:58,Medium
RA000619,48,2025-07-08 07:39:03,Medium
RA000620,72,2025-05-11 22:17:46,High
RA000621,43,2025-07-29 07:43:07,Medium
RA000622,61,2025-09-21 01:21:59,Medium
RA000623,29,2025-06-26 02:09:07,Low
RA000624,49,2025-07-27 16:48:41,Medium
RA000625,46,2024-12-31 16:01:21,Medium
RA000626,54,2025-09-23 13:30:29,Medium
RA000627,42,2025-01-20 08:27:10,Medium
RA000628,47,2025-06-27 14:45:49,Medium
RA000629,66,2025-01-09 20:13:36,Medium
RA000630,41,2025-06-29 12:55:39,Medium
RA000631,17,2025-11-26 14:33:09,Low
RA000632,84,2025-08-15 05:26:15,High
RA000633,77,2025-01-29 03:29:28,High
RA000634,24,2025-06-14 12:53:47,Low
RA000635,63,2025-01-13 17:58:52,Medium
RA000636,39,2025-08-20 18:43:26,Medium
RA000637,55,2025-09-07 03:26:26,Medium
RA000638,55,2025-09-28 07:51:56,Medium
RA000639,45,2025-08-01 14:23:53,Medium
RA000640,34,2025-03-25 18:03:13,Medium
RA000641,36,2025-09-15 01:36:39,Medium
RA000642,31,2025-10-23 05:08:14,Medium
RA000643,33,2025-02-11 23:25:22,Medium
RA000644,48,2025-05-06 02:40:45,Medium
RA000645,35,2025-04-17 22:12:11,Medium
RA000646,63,2025-02-10 20:15:01,Medium
RA000647,79,2025-02-27 22:19:26,High
RA000648,38,2025-06-10 14:39:43,Medium
RA000649,54,2025-11-14 18:49:41,Medium
RA000650,59,2024-12-22 19:57:45,Medium
RA000651,59,2025-03-15 05:47:41,Medium
RA000652,51,2025-10-30 13:58:46,Medium
RA000653,64,2025-03-03 22:39:56,Medium
RA000654,59,2025-10-01 21:44:46,Medium
RA000655,25,2025-08-15 00:50:28,Low
RA000656,67,2025-11-04 08:22:09,Medium
RA000657,67,2025-11-26 01:43:16,Medium
RA000658,34,2024-12-08 12:16:33,Medium
RA000659,50,2025-10-23 23:00:07,Medium
RA000660,63,2025-03-23 03:42:51,Medium
RA000661,45,2024-12-07 15:53:23,Medium
RA000662,71,2025-08-05 06:41:34,High
RA000663,97,2025-03-10 02:38:06,High
RA000664,34,2025-06-04 19:43:10,Medium
RA000665,22,2024-12-09 14:22:19,Low
RA000666,56,2025-10-19 23:14:05,Medium
RA000667,64,2025-11-26 16:54:50,Medium
RA000668,45,2025-03-08 19:30:02,Medium
RA000669,79,2025-06-16 04:36:24,High
RA000670,23,2025-09-30 13:34:47,Low
RA000671,63,2025-02-01 10:19:47,Medium
RA000672,37,2025-03-02 16:11:22,Medium
RA000673,84,2025-08-29 16:47:23,High
RA000674,89,2025-02-13 00:26:11,High
RA000675,34,2025-07-07 06:09:27,Medium
RA000676,39,2025-01-16 15:35:14,Medium
RA000677,67,2025-07-29 02:54:55,Medium
RA000678,42,2025-08-20 09:43:24,Medium
RA000679,49,2025-11-10 16:55:07,Medium
RA000680,50,2025-10-19 19:13:29,Medium
RA000681,11,2025-05-07 04:53:51,Low
RA000682,49,2025-05-21 21:55:50,Medium
RA000683,36,2025-10-27 17:40:32,Medium
RA000684,40,2024-12-26 06:48:56,Medium
RA000685,78,2025-08-22 17:43:37,High
RA000686,24,2025-05-15 01:11:35,Low
RA000687,66,2024-12-31 00:31:02,Medium
RA000688,44,2025-05-13 20:45:19,Medium
RA000689,44,2025-03-05 20:37:36,Medium
RA000690,65,2025-11-27 14:00:01,Medium
RA000691,56,2025-10-28 01:20:01,Medium
RA000692,61,2025-07-10 16:10:05,Medium
RA000693,69,2024-12-03 18:20:46,Medium
RA000694,43,2025-08-08 13:59:41,Medium
RA000695,37,2025-05-13 14:48:49,Medium
RA000696,28,2025-02-20 16:21:44,Low
RA000697,33,2025-06-04 04:05:28,Medium
RA000698,100,2025-04-11 00:20:31,High
RA000699,74,2025-08-06 02:40:18,High
RA000700,22,2025-08-02 22:58:27,Low
RA000701,23,2025-08-27 17:21:48,Low
RA000702,59,2025-03-13 15:26:41,Medium
RA000703,60,2025-04-27 16:01:42,Medium
RA000704,60,2025-04-14 08:03:33,Medium
RA000705,44,2025-09-24 03:40:09,Medium
RA000706,47,2025-11-12 18:27:39,Medium
RA000707,56,2025-04-12 17:08:57,Medium
RA000708,51,2025-03-09 16:09:54,Medium
RA000709,5,2025-01-13 17:57:33,Low
RA000710,45,2025-05-26 16:48:29,Medium
RA000711,32,2025-08-29 12:22:44,Medium
RA000712,53,2025-07-12 17:43:23,Medium
RA000713,100,2025-09-20 14:57:00,High
RA000714,57,2025-03-08 07:57:47,Medium
RA000715,43,2025-01-22 12:02:04,Medium
RA000716,68,2025-03-17 08:33:30,Medium
RA000717,59,2025-09-10 18:49:10,Medium
RA000718,58,2024-12-09 08:18:02,Medium
RA000719,62,2025-05-03 11:06:55,Medium
RA000720,91,2025-06-10 08:20:17,High
RA000721,27,2025-04-21 21:34:11,Low
RA000722,59,2025-10-07 12:21:54,Medium
RA000723,31,2025-07-18 04:46:00,Medium
RA000724,61,2025-02-21 03:58:39,Medium
RA000725,31,2025-10-12 15:19:23,Medium
RA000726,41,2025-10-09 00:55:34,Medium
RA000727,44,2025-10-22 08:38:43,Medium
RA000728,69,2025-09-26 13:03:42,Medium
RA000729,68,2025-07-21 05:21:40,Medium
RA000730,25,2025-02-26 15:07:36,Low
RA000731,51,2025-11-20 10:01:58,Medium
RA000732,35,2025-01-18 10:58:33,Medium
RA000733,24,2025-01-26 08:29:27,Low
RA000734,45,2025-08-23 11:36:45,Medium
RA000735,43,2025-06-06 03:46:55,Medium
RA000736,98,2025-04-20 03:54:36,High
RA000737,58,2025-10-30 04:12:48,Medium
RA000738,22,2025-06-06 09:07:18,Low
RA000739,38,2025-03-20 16:27:19,Medium
RA000740,70,2025-07-21 07:10:55,High
RA000741,91,2025-02-09 18:36:50,High
RA000742,18,2024-12-17 18:21:45,Low
RA000743,12,2025-03-01 08:32:03,Low
RA000744,87,2025-10-04 09:13:01,High
RA000745,57,2025-03-09 20:08:14,Medium
RA000746,32,2025-06-22 03:11:17,Medium
RA000747,60,2025-11-20 08:19:16,Medium
RA000748,0,2025-04-17 14:29:05,Low
RA000749,50,2025-07-30 14:52:12,Medium
RA000750,56,2025-11-27 11:59:08,Medium
RA000751,68,2025-03-26 10:38:05,Medium
RA000752,29,2025-05-29 22:52:21,Low
RA000753,51,2025-05-06 14:15:10,Medium
RA000754,31,2025-01-13 18:57:17,Medium
RA000755,55,2025-02-04 04:50:42,Medium
RA000756,32,2025-10-11 18:40:15,Medium
RA000757,41,2025-02-06 06:11:16,Medium
RA000758,30,2025-09-13 07:54:35,Medium
RA000759,63,2025-10-02 03:26:26,Medium
RA000760,67,2025-06-09 17:52:42,Medium
RA000761,45,2025-06-29 01:11:25,Medium
RA000762,50,2025-07-01 18:17:37,Medium
RA000763,21,2024-12-21 01:10:49,Low
RA000764,44,2025-04-13 21:00:39,Medium
RA000765,48,2025-11-21 17:11:01,Medium
RA000766,100,2025-09-09 07:48:59,High
RA000767,27,2025-08-26 21:15:27,Low
RA000768,79,2025-09-29 09:09:37,High
RA000769,69,2025-05-28 09:43:15,Medium
RA000770,55,2024-12-19 17:54:03,Medium
RA000771,85,2024-12-10 04:23:30,High
RA000772,57,2025-03-26 15:35:06,Medium
RA000773,57,2025-03-19 00:47:55,Medium
RA000774,48,2025-08-03 10:35:18,Medium
RA000775,74,2025-02-09 17:09:27,High
RA000776,71,2025-03-04 17:10:31,High
RA000777,37,2025-11-05 16:18:49,Medium
RA000778,23,2024-12-12 11:41:22,Low
RA000779,45,2025-08-12 10:06:16,Medium
RA000780,33,2024-12-27 07:06:11,Medium
RA000781,48,2025-05-16 21:35:31,Medium
RA000782,74,2025-05-30 12:34:31,High
RA000783,40,2025-09-07 02:42:03,Medium
RA000784,49,2025-06-13 20:26:16,Medium
RA000785,51,2025-07-22 09:41:48,Medium
RA000786,66,2025-10-27 06:44:48,Medium
RA000787,5,2024-12-08 14:23:16,Low
RA000788,37,2025-02-11 04:50:07,Medium
RA000789,54,2025-01-03 21:34:32,Medium
RA000790,74,2025-07-14 09:57:36,High
RA000791,40,2025-08-29 10:57:25,Medium
RA000792,12,2025-07-18 23:08:14,Low
RA000793,62,2025-07-09 21:30:14,Medium
RA000794,37,2025-04-10 03:53:55,Medium
RA000795,26,2024-12-26 04:46:42,Low
RA000796,37,2025-08-20 13:57:31,Medium
RA000797,46,2025-01-05 19:23:51,Medium
RA000798,37,2025-11-20 00:04:51,Medium
RA000799,5,2025-05-31 12:52:41,Low
RA000800,67,2025-04-21 06:52:27,Medium
RA000801,75,2024-12-30 15:00:41,High
RA000802,63,2025-06-22 18:40:38,Medium
RA000803,27,2025-05-08 21:44:02,Low
RA000804,45,2025-09-04 15:30:38,Medium
RA000805,49,2025-09-21 02:39:48,Medium
RA000806,61,2025-10-21 17:39:21,Medium
RA000807,63,2025-10-01 10:24:05,Medium
RA000808,35,2025-05-18 02:17:53,Medium
RA000809,51,2025-05-20 13:50:17,Medium
RA000810,59,2025-02-16 10:50:05,Medium
RA000811,79,2024-12-12 10:15:58,High
RA000812,64,2025-08-29 23:55:23,Medium
RA000813,65,2025-05-13 19:24:26,Medium
RA000814,51,2025-03-01 20:12:31,Medium
RA000815,78,2025-04-01 02:24:26,High
RA000816,58,2025-07-03 06:42:13,Medium
RA000817,32,2025-03-02 08:38:18,Medium
RA000818,78,2025-01-28 19:27:24,High
RA000819,63,2025-05-18 04:00:31,Medium
RA000820,41,2025-10-11 12:22:49,Medium
RA000821,40,2025-08-05 21:32:19,Medium
RA000822,55,2025-10-14 23:24:16,Medium
RA000823,59,2025-02-19 14:53:00,Medium
RA000824,53,2025-03-11 20:00:47,Medium
RA000825,56,2025-10-14 20:07:12,Medium
RA000826,83,2025-07-07 09:13:06,High
RA000827,71,2025-10-21 22:34:08,High
RA000828,53,2025-06-18 23:29:51,Medium
RA000829,68,2025-08-31 22:32:34,Medium
RA000830,29,2024-12-11 10:05:08,Low
RA000831,57,2025-07-27 10:04:25,Medium
RA000832,86,2025-05-12 10:37:47,High
RA000833,45,2025-08-14 15:56:21,Medium
RA000834,33,2025-08-08 16:03:56,Medium
RA000835,36,2025-02-14 23:54:54,Medium
RA000836,28,2025-03-25 14:48:49,Low
RA000837,34,2025-05-06 17:27:28,Medium
RA000838,42,2024-12-14 03:23:04,Medium
RA000839,21,2025-04-09 23:39:28,Low
RA000840,50,2025-09-29 11:17:08,Medium
RA000841,68,2025-11-28 22:51:50,Medium
RA000842,31,2024-12-22 15:41:42,Medium
RA000843,80,2025-10-12 09:37:22,High
RA000844,60,2025-08-12 13:01:00,Medium
RA000845,70,2025-05-24 05:15:54,High
RA000846,36,2025-06-08 11:18:33,Medium
RA000847,67,2025-07-07 07:47:28,Medium
RA000848,28,2025-03-20 22:17:48,Low
RA000849,67,2025-10-15 00:14:39,Medium
RA000850,53,2025-11-02 03:05:05,Medium
RA000851,61,2025-09-07 13:10:27,Medium
RA000852,26,2025-07-25 14:19:53,Low
RA000853,32,2025-03-22 13:08:16,Medium
RA000854,61,2025-06-09 19:35:22,Medium
RA000855,31,2025-09-28 08:40:35,Medium
RA000856,59,2025-08-05 23:44:03,Medium
RA000857,22,2025-10-18 00:28:25,Low
RA000858,66,2024-12-23 23:39:06,Medium
RA000859,25,2025-04-17 19:38:14,Low
RA000860,61,2025-02-03 21:37:23,Medium
RA000861,62,2025-08-07 16:33:11,Medium
RA000862,36,2025-02-06 05:20:50,Medium
RA000863,61,2025-02-01 16:40:48,Medium
RA000864,55,2025-08-25 23:56:23,Medium
RA000865,39,2025-03-09 02:51:21,Medium
RA000866,29,2024-12-23 16:23:03,Low
RA000867,10,2025-02-27 00:13:14,Low
RA000868,56,2025-07-02 07:51:47,Medium
RA000869,18,2025-11-22 06:16:18,Low
RA000870,51,2025-05-20 12:33:09,Medium
RA000871,44,2025-01-25 17:38:48,Medium
RA000872,63,2025-09-22 00:57:53,Medium
RA000873,43,2025-07-18 15:20:07,Medium
RA000874,43,2025-08-20 03:14:18,Medium
RA000875,64,2025-07-26 00:00:17,Medium
RA000876,56,2025-09-24 18:19:18,Medium
RA000877,56,2025-06-08 09:33:46,Medium
RA000878,59,2025-02-12 09:41:41,Medium
RA000879,19,2025-01-04 09:57:59,Low
RA000880,65,2025-06-18 21:45:02,Medium
RA000881,62,2025-01-05 06:53:44,Medium
RA000882,29,2025-09-29 03:49:40,Low
RA000883,45,2025-03-06 04:37:11,Medium
RA000884,49,2025-08-09 03:07:52,Medium
RA000885,47,2025-02-02 02:59:15,Medium
RA000886,56,2025-03-19 02:25:33,Medium
RA000887,78,2025-11-15 23:43:56,High
RA000888,71,2025-07-05 07:53:22,High
RA000889,23,2025-02-09 19:10:46,Low
RA000890,62,2025-01-19 03:21:07,Medium
RA000891,76,2025-08-10 03:19:50,High
RA000892,57,2025-01-07 21:09:13,Medium
RA000893,71,2025-01-28 20:49:54,High
RA000894,90,2025-01-13 12:35:51,High
RA000895,70,2025-10-16 19:16:20,High
RA000896,54,2025-06-05 17:20:09,Medium
RA000897,70,2025-06-30 11:31:46,High
RA000898,52,2024-12-15 23:13:22,Medium
RA000899,50,2025-11-11 08:36:35,Medium
RA000900,42,2025-05-08 01:11:19,Medium
RA000901,81,2025-11-10 02:49:44,High
RA000902,33,2025-08-12 01:33:08,Medium
RA000903,80,2025-01-03 23:23:28,High
RA000904,59,2025-01-06 22:50:34,Medium
RA000905,22,2025-08-17 10:43:51,Low
RA000906,57,2025-03-05 02:18:11,Medium
RA000907,7,2025-10-15 04:10:29,Low
RA000908,62,2025-07-28 08:11:14,Medium
RA000909,67,2025-03-25 00:04:42,Medium
RA000910,38,2025-02-07 22:03:37,Medium
RA000911,52,2024-12-08 22:48:48,Medium
RA000912,89,2025-01-26 09:53:46,High
RA000913,39,2025-05-02 13:47:46,Medium
RA000914,28,2025-06-04 01:42:20,Low
RA000915,79,2025-09-21 02:48:20,High
RA000916,89,2025-05-07 05:19:52,High
RA000917,50,2025-04-21 19:47:40,Medium
RA000918,70,2025-05-12 04:27:21,High
RA000919,76,2025-08-25 11:10:56,High
RA000920,35,2025-11-11 02:14:35,Medium
RA000921,40,2025-01-15 16:02:50,Medium
RA000922,74,2025-03-09 23:37:11,High
RA000923,83,2025-08-10 07:30:36,High
RA000924,61,2025-04-23 04:55:25,Medium
RA000925,32,2025-11-18 04:48:59,Medium
RA000926,89,2025-05-21 16:35:48,High
RA000927,39,2025-10-07 17:05:44,Medium
RA000928,43,2025-01-27 23:02:00,Medium
RA000929,56,2025-03-24 22:41:43,Medium
RA000930,81,2025-03-28 21:12:30,High
RA000931,67,2025-04-14 04:11:56,Medium
RA000932,58,2025-03-21 22:26:04,Medium
RA000933,59,2025-08-26 15:56:28,Medium
RA000934,50,2025-06-22 01:12:04,Medium
RA000935,61,2025-05-26 20:34:59,Medium
RA000936,0,2025-11-04 11:44:13,Low
RA000937,44,2025-10-13 03:21:16,Medium
RA000938,54,2025-09-13 05:24:38,Medium
RA000939,26,2025-08-14 10:29:49,Low
RA000940,57,2025-07-31 12:12:53,Medium
RA000941,45,2025-05-18 18:50:40,Medium
RA000942,85,2025-08-01 05:08:06,High
RA000943,81,2025-01-28 07:34:30,High
RA000944,40,2025-05-31 08:34:04,Medium
RA000945,46,2025-02-13 00:00:33,Medium
RA000946,48,2024-12-29 08:21:58,Medium
RA000947,40,2025-10-07 19:39:22,Medium
RA000948,53,2025-05-28 05:15:06,Medium
RA000949,34,2025-06-13 13:23:52,Medium
RA000950,27,2025-08-28 08:43:48,Low
RA000951,62,2025-05-22 21:17:44,Medium
RA000952,62,2025-03-02 21:45:51,Medium
RA000953,33,2025-04-07 07:03:33,Medium
RA000954,67,2025-11-16 10:36:55,Medium
RA000955,37,2025-02-12 17:22:06,Medium
RA000956,55,2025-02-01 13:39:48,Medium
RA000957,66,2025-03-13 17:11:55,Medium
RA000958,49,2024-12-29 14:02:39,Medium
RA000959,59,2025-08-28 12:53:28,Medium
RA000960,39,2025-06-27 11:29:48,Medium
RA000961,46,2025-06-27 02:35:41,Medium
RA000962,45,2025-06-12 04:17:04,Medium
RA000963,35,2025-11-27 08:32:12,Medium
RA000964,46,2025-02-19 17:55:06,Medium
RA000965,19,2025-10-23 00:54:26,Low
RA000966,40,2025-01-09 10:50:51,Medium
RA000967,44,2025-11-08 04:26:05,Medium
RA000968,44,2025-11-26 19:36:26,Medium
RA000969,45,2025-03-05 19:18:25,Medium
RA000970,48,2025-04-06 03:48:35,Medium
RA000971,59,2025-01-06 07:49:13,Medium
RA000972,67,2025-08-16 07:21:28,Medium
RA000973,37,2025-09-16 03:17:15,Medium
RA000974,25,2025-05-27 05:14:45,Low
RA000975,29,2025-03-05 23:00:35,Low
RA000976,40,2025-09-02 04:24:04,Medium
RA000977,42,2025-09-25 07:07:21,Medium
RA000978,34,2024-12-03 22:45:44,Medium
RA000979,24,2025-05-26 08:39:05,Low
RA000980,40,2025-08-29 22:17:49,Medium
RA000981,53,2025-08-04 10:59:16,Medium
RA000982,61,2025-01-06 22:42:40,Medium
RA000983,38,2025-08-30 09:31:07,Medium
RA000984,41,2025-01-05 01:11:55,Medium
RA000985,31,2025-04-19 07:55:06,Medium
RA000986,49,2025-03-13 18:47:13,Medium
RA000987,33,2025-07-02 07:02:53,Medium
RA000988,61,2025-02-21 16:26:50,Medium
RA000989,14,2025-01-20 18:29:19,Low
RA000990,42,2025-06-15 23:36:19,Medium
RA000991,56,2025-06-02 02:36:38,Medium
RA000992,53,2025-07-23 10:10:22,Medium
RA000993,100,2025-08-14 03:17:52,High
RA000994,56,2025-11-25 20:53:36,Medium
RA000995,29,2025-09-21 08:25:28,Low
RA000996,48,2025-01-19 07:47:50,Medium
RA000997,14,2025-10-05 18:35:54,Low
RA000998,48,2025-08-17 11:41:13,Medium
RA000999,33,2025-01-20 09:24:19,Medium
RA001000,68,2025-06-06 07:26:39,Medium
RA001001,39,2025-11-24 17:00:07,Medium
RA001002,47,2024-12-06 22:56:43,Medium
RA001003,37,2025-11-24 16:29:03,Medium
RA001004,84,2025-02-02 15:14:41,High
RA001005,43,2025-08-18 14:43:14,Medium
RA001006,86,2025-07-13 17:04:10,High
RA001007,66,2025-03-12 08:48:09,Medium
RA001008,59,2025-09-24 16:29:30,Medium
RA001009,57,2025-04-20 06:20:57,Medium
RA001010,57,2025-09-16 22:27:33,Medium
RA001011,11,2025-04-24 00:20:09,Low
RA001012,44,2025-08-11 08:21:29,Medium
RA001013,66,2025-10-02 07:31:24,Medium
RA001014,49,2025-11-25 12:08:02,Medium
RA001015,21,2025-07-02 13:23:17,Low
RA001016,48,2025-08-10 11:47:18,Medium
RA001017,84,2025-06-23 23:06:14,High
RA001018,74,2025-09-22 09:35:16,High
RA001019,48,2025-09-13 02:13:21,Medium
RA001020,69,2024-12-27 03:43:00,Medium
RA001021,42,2025-09-07 15:39:44,Medium
RA001022,15,2025-04-27 21:09:18,Low
RA001023,31,2025-10-09 07:10:50,Medium
RA001024,81,2024-12-04 14:22:57,High
RA001025,44,2025-01-17 07:22:07,Medium
RA001026,45,2025-10-27 05:03:45,Medium
RA001027,44,2025-11-26 18:03:55,Medium
RA001028,88,2025-11-29 16:42:21,High
RA001029,82,2025-07-20 17:29:30,High
RA001030,94,2024-12-17 09:15:56,High
RA001031,46,2025-02-07 16:10:39,Medium
RA001032,55,2025-08-10 02:21:38,Medium
RA001033,19,2025-01-03 06:33:42,Low
RA001034,79,2025-09-02 18:50:25,High
RA001035,26,2025-05-10 18:33:38,Low
RA001036,54,2025-10-26 10:43:46,Medium
RA001037,28,2025-06-16 07:11:12,Low
RA001038,38,2025-06-19 14:17:41,Medium
RA001039,33,2025-09-24 00:27:04,Medium
RA001040,37,2025-02-01 07:16:27,Medium
RA001041,39,2025-02-06 04:00:03,Medium
RA001042,39,2025-10-25 05:55:07,Medium
RA001043,66,2025-06-04 18:07:14,Medium
RA001044,27,2025-09-26 06:04:49,Low
RA001045,54,2025-11-24 01:24:24,Medium
RA001046,74,2025-07-22 12:10:45,High
RA001047,39,2025-10-19 09:42:16,Medium
RA001048,35,2025-01-16 22:23:12,Medium
RA001049,45,2025-01-08 05:17:37,Medium
RA001050,73,2025-01-16 06:47:34,High
RA001051,53,2025-09-26 20:02:27,Medium
RA001052,39,2025-10-30 13:44:12,Medium
RA001053,59,2024-12-27 00:38:37,Medium
RA001054,27,2025-01-21 15:46:16,Low
RA001055,63,2024-12-03 09:44:45,Medium
RA001056,58,2025-10-01 15:40:03,Medium
RA001057,43,2025-08-25 07:51:17,Medium
RA001058,33,2025-01-19 22:19:47,Medium
RA001059,32,2024-12-09 15:48:49,Medium
RA001060,60,2025-01-28 03:47:56,Medium
RA001061,74,2025-07-21 22:33:32,High
RA001062,37,2025-08-22 11:16:49,Medium
RA001063,59,2025-04-13 11:02:20,Medium
RA001064,8,2025-12-02 13:34:09,Low
RA001065,38,2025-11-06 21:11:32,Medium
RA001066,49,2025-07-05 14:37:29,Medium
RA001067,31,2024-12-10 10:52:50,Medium
RA001068,31,2025-10-16 09:00:05,Medium
RA001069,36,2025-10-27 14:45:04,Medium
RA001070,55,2025-05-06 15:14:27,Medium
RA001071,46,2025-11-09 11:21:22,Medium
RA001072,5,2025-09-29 09:32:33,Low
RA001073,7,2024-12-12 20:04:56,Low
RA001074,37,2025-02-22 17:03:14,Medium
RA001075,59,2025-05-12 07:50:03,Medium
RA001076,0,2025-05-08 17:09:30,Low
RA001077,40,2025-06-30 22:36:44,Medium
RA001078,39,2025-07-11 15:11:07,Medium
RA001079,77,2025-10-06 17:38:30,High
RA001080,42,2025-03-21 03:26:27,Medium
RA001081,57,2025-11-24 11:54:37,Medium
RA001082,52,2025-09-10 02:37:00,Medium
RA001083,7,2025-03-12 03:04:56,Low
RA001084,65,2025-05-05 23:26:54,Medium
RA001085,54,2025-02-19 00:49:49,Medium
RA001086,60,2025-06-24 19:32:49,Medium
RA001087,100,2025-11-13 23:46:16,High
RA001088,8,2025-01-04 20:43:45,Low
RA001089,84,2025-11-20 19:12:17,High
RA001090,44,2025-07-27 00:08:10,Medium
RA001091,55,2025-10-04 15:17:40,Medium
RA001092,49,2025-07-14 23:33:18,Medium
RA001093,41,2025-11-28 01:28:14,Medium
RA001094,38,2025-03-20 03:10:02,Medium
RA001095,56,2025-09-06 05:58:34,Medium
RA001096,19,2025-03-03 16:00:33,Low
RA001097,65,2025-05-14 15:36:49,Medium
RA001098,41,2025-04-19 03:56:25,Medium
RA001099,27,2025-09-14 02:14:27,Low
RA001100,40,2025-03-31 02:23:13,Medium
RA001101,75,2025-06-21 09:10:45,High
RA001102,39,2025-07-27 03:38:40,Medium
RA001103,57,2024-12-09 21:52:21,Medium
RA001104,35,2025-02-17 14:04:00,Medium
RA001105,65,2025-02-10 06:49:11,Medium
RA001106,63,2025-10-03 19:11:34,Medium
RA001107,86,2025-04-14 17:21:22,High
RA001108,46,2024-12-11 19:55:36,Medium
RA001109,63,2025-04-17 15:26:53,Medium
RA001110,51,2025-02-01 19:52:49,Medium
RA001111,75,2025-07-10 21:20:18,High
RA001112,35,2025-04-20 08:16:03,Medium
RA001113,64,2025-07-16 01:31:46,Medium
RA001114,46,2025-01-03 07:39:51,Medium
RA001115,48,2025-08-16 13:56:41,Medium
RA001116,51,2024-12-26 14:57:08,Medium
RA001117,55,2025-02-14 00:31:51,Medium
RA001118,47,2025-10-18 00:27:18,Medium
RA001119,54,2025-07-19 19:20:23,Medium
RA001120,81,2025-08-18 07:30:55,High
RA001121,69,2025-07-29 23:12:23,Medium
RA001122,67,2025-09-10 10:41:01,Medium
RA001123,40,2025-08-06 22:55:55,Medium
RA001124,32,2025-11-08 08:14:26,Medium
RA001125,69,2024-12-28 22:19:47,Medium
RA001126,67,2025-05-26 20:33:08,Medium
RA001127,79,2025-02-13 04:58:55,High
RA001128,37,2025-04-13 14:15:47,Medium
RA001129,45,2025-01-12 07:12:32,Medium
RA001130,17,2025-08-20 14:59:57,Low
RA001131,42,2025-05-13 04:57:09,Medium
RA001132,69,2024-12-18 05:09:52,Medium
RA001133,40,2025-03-09 14:51:58,Medium
RA001134,62,2025-01-19 08:10:20,Medium
RA001135,46,2025-03-02 01:12:35,Medium
RA001136,56,2024-12-08 14:21:07,Medium
RA001137,27,2025-02-17 03:21:29,Low
RA001138,51,2025-04-14 00:18:11,Medium
RA001139,0,2024-12-11 13:24:16,Low
RA001140,46,2024-12-26 05:38:07,Medium
RA001141,17,2025-02-22 04:31:06,Low
RA001142,74,2025-06-30 21:50:48,High
RA001143,65,2024-12-26 17:57:57,Medium
RA001144,59,2025-07-14 01:48:42,Medium
RA001145,80,2025-04-16 21:23:24,High
RA001146,31,2025-09-01 04:23:24,Medium
RA001147,84,2025-04-05 12:08:41,High
RA001148,68,2025-08-06 14:52:07,Medium
RA001149,45,2025-04-08 18:19:09,Medium
RA001150,72,2025-06-29 09:02:09,High
RA001151,27,2025-05-08 12:12:56,Low
RA001152,33,2025-01-02 01:43:30,Medium
RA001153,37,2025-11-24 10:43:32,Medium
RA001154,39,2024-12-27 14:56:23,Medium
RA001155,28,2025-05-15 07:39:29,Low
RA001156,74,2025-02-05 03:50:55,High
RA001157,44,2025-09-29 03:56:57,Medium
RA001158,57,2025-02-22 11:10:23,Medium
RA001159,38,2025-08-31 22:37:54,Medium
RA001160,13,2025-08-09 07:07:12,Low
RA001161,55,2025-03-15 10:49:23,Medium
RA001162,11,2025-01-20 05:49:49,Low
RA001163,48,2025-09-03 02:39:00,Medium
RA001164,22,2024-12-31 23:07:58,Low
RA001165,89,2025-07-08 20:20:13,High
RA001166,68,2025-10-25 14:59:55,Medium
RA001167,52,2025-05-09 19:37:53,Medium
RA001168,75,2025-01-01 14:27:35,High
RA001169,33,2025-08-03 12:58:39,Medium
RA001170,60,2025-09-23 06:16:13,Medium
RA001171,53,2025-10-10 02:26:46,Medium
RA001172,55,2025-11-24 12:44:46,Medium
RA001173,75,2025-03-08 18:07:38,High
RA001174,64,2025-07-08 22:25:22,Medium
RA001175,55,2025-12-02 06:21:41,Medium
RA001176,16,2025-08-20 11:21:48,Low
RA001177,30,2025-10-03 03:10:00,Medium
RA001178,47,2025-04-23 11:31:42,Medium
RA001179,51,2024-12-11 01:54:48,Medium
RA001180,27,2025-08-31 03:40:51,Low
RA001181,98,2025-10-31 06:14:21,High
RA001182,80,2025-06-07 12:50:38,High
RA001183,62,2024-12-12 08:37:41,Medium
RA001184,51,2025-07-25 11:05:00,Medium
